state,year,pres,gov,grade,subject,bb,ba,pr,ad
IL,2000,D,R,4,MATHEMATICS,37.2513164765882,42.6366376858004,18.5060657734056,1.60598006420578
IL,2000,D,R,8,MATHEMATICS,33.4257679432051,40.3401875765881,22.444451464498,3.78959301570875
IL,2003,D,D,4,MATHEMATICS,27.0464676062433,41.4194115993342,26.7449864891499,4.78913430527254
IL,2003,D,D,4,READING,38.7565715125644,30.4245335508767,23.1123553509245,7.70653958563442
IL,2003,D,D,8,MATHEMATICS,33.5298250962629,37.2231107681023,23.3521336254086,5.89493051022618
IL,2003,D,D,8,READING,23.0603290629457,42.4060437577499,31.0710100294785,3.46261714982586
IL,2005,D,D,4,MATHEMATICS,26.0654673155868,42.3102294046893,27.058935793542,4.56536748618188
IL,2005,D,D,4,READING,37.7785783811692,32.8160367197477,22.6474922711823,6.75789262790083
IL,2005,D,D,8,MATHEMATICS,31.6996307903078,39.7228042149533,23.1656954814407,5.41186951329819
IL,2005,D,D,8,READING,25.3699465341744,43.5857021836763,28.3377709505474,2.70658033160192
IL,2007,D,D,4,MATHEMATICS,21.3525468968888,42.3248364342243,30.7207064772272,5.60191019165963
IL,2007,D,D,4,READING,34.950487721057,32.8897621301446,24.1893789918411,7.97037115695733
IL,2007,D,D,8,MATHEMATICS,29.6984974855179,39.5152312732036,23.8088781482764,6.97739309300211
IL,2007,D,D,8,READING,25.1221076447754,45.0783575596242,27.4555496196172,2.3439851759832
IL,2009,D,D,4,MATHEMATICS,20.4398215732948,41.9313152370147,30.9268245570216,6.7020386326689
IL,2009,D,D,4,READING,35.3330824873641,32.4086040615227,23.6550497659202,8.60326368519303
IL,2009,D,D,4,SCIENCE,30.7531439575625,37.172274688299,31.4918311936115,0.582750160527048
IL,2009,D,D,8,MATHEMATICS,27.375207478571,39.5426092440769,25.8908543108252,7.19132896652692
IL,2009,D,D,8,READING,23.4918494215244,43.8186375850594,30.427319259133,2.26219373428314
IL,2009,D,D,8,SCIENCE,38.8847556208924,32.6602119708053,27.2546833843952,1.2003490239071
IL,2011,D,D,4,MATHEMATICS,20.2039848404282,41.4583729476829,31.4100778812388,6.92756433065014
IL,2011,D,D,4,READING,34.7209327461456,31.9765482981648,24.7472950724258,8.55522388326384
IL,2011,D,D,8,MATHEMATICS,26.9498448849576,40.2180074782128,24.6986092970297,8.1335383397999
IL,2011,D,D,8,READING,23.1653546221177,42.9796936728714,30.2810667389918,3.57388496601917
IL,2011,D,D,8,SCIENCE,39.8261579430071,34.3634855639371,24.6240842157153,1.1862722773405
IL,2013,D,D,4,MATHEMATICS,21.4333541003557,39.4806564748095,30.7132736560862,8.37271576874863
IL,2013,D,D,4,READING,35.5155397362762,30.979105090614,25.3328080362529,8.17254713685679
IL,2013,D,D,8,MATHEMATICS,26.148769303138,37.3904906633074,27.0157925056648,9.44494752788981
IL,2013,D,D,8,READING,22.5815017055133,41.1849614592765,32.4732594526291,3.76027738258102
IL,2015,D,R,4,MATHEMATICS,22.9330122938884,40.4238551284934,28.8163039373845,7.82682864023374
IL,2015,D,R,4,READING,31.8963862721846,32.6246366867002,26.2270285131536,9.25194852796159
IL,2015,D,R,4,SCIENCE,26.9386348159364,37.9310663492489,34.3120402907816,0.818258544033053
IL,2015,D,R,8,MATHEMATICS,27.6723786408099,40.1306604686416,25.0067322048094,7.19022868573914
IL,2015,D,R,8,READING,22.5246628172433,42.3541428529456,31.0480705180904,4.07312381172072
IL,2015,D,R,8,SCIENCE,36.7070236654257,35.2854404781386,26.9847163345784,1.02281952185731
IL,2017,D,R,4,MATHEMATICS,23.7564342505149,37.6415549509594,29.5612289746058,9.04078182391995
IL,2017,D,R,4,READING,34.417749855207,30.409340214138,25.7108037500268,9.46210618062823
IL,2017,D,R,8,MATHEMATICS,31.6066853172788,35.9299181641397,22.6464057501477,9.81699076843375
IL,2017,D,R,8,READING,23.0348039956115,40.8825975556866,32.0954395109994,3.98715893770254
IL,2019,D,D,4,MATHEMATICS,22.722401833664,38.7789764638053,30.4626992067507,8.03592249578002
IL,2019,D,D,4,READING,35.5873819004103,30.0409589673478,25.859722840629,8.51193629161284
IL,2019,D,D,8,MATHEMATICS,30.5363952030976,35.6229126997223,23.6821435128439,10.1585485843363
IL,2019,D,D,8,READING,26.3324825308974,38.2221725818549,30.7968705267734,4.64847436047427
IL,1990,R,R,8,MATHEMATICS,49.6520525980704,35.7979387213454,12.8078718579403,1.7421368226439
IN,1992,R,D,4,MATHEMATICS,40.206588144267,44.2005890492052,14.5612192515661,1.03160355496169
IN,1992,R,D,4,READING,32.0848513627142,37.589349302827,24.7736004491696,5.55219888528915
IN,1992,R,D,8,MATHEMATICS,40.0791626593603,40.1814188761162,17.1613175449838,2.57810091953964
IN,1996,R,D,4,MATHEMATICS,27.8430024127479,48.3548975422579,21.7488766573807,2.05322338761351
IN,1996,R,D,8,MATHEMATICS,32.0026630788567,44.3727999120904,20.6410636445657,2.98347336448724
IN,2000,R,D,4,MATHEMATICS,23.4745427376906,46.72637417456,27.4023669801562,2.39671610759323
IN,2000,R,D,8,MATHEMATICS,26.1194816323138,44.3929459030635,24.2623691543088,5.2252033103139
IN,2003,R,D,4,MATHEMATICS,17.6457782955766,47.2236527483046,31.485408834394,3.64516012172491
IN,2003,R,D,4,READING,33.9590913847262,33.3626335873211,24.8013206477122,7.87695438024044
IN,2003,R,D,8,MATHEMATICS,26.4727258293314,42.8306764045674,25.4536206686144,5.24297709748673
IN,2003,R,D,8,READING,23.2458892153712,44.0330389354462,30.1881748165724,2.53289703261016
IN,2005,R,R,4,MATHEMATICS,16.154382955026,45.6699080872081,33.2151158253985,4.96059313236734
IN,2005,R,R,4,READING,35.9922884272628,33.7300922513078,23.4283783634093,6.8492409580201
IN,2005,R,R,8,MATHEMATICS,25.9510203926607,43.6698844582246,25.2597433081414,5.1193518409734
IN,2005,R,R,8,READING,27.2113445041304,44.3871443860531,26.181871776466,2.21963933335054
IN,2007,R,R,4,MATHEMATICS,11.1161088412488,42.5917651285993,39.8349051117655,6.4572209183863
IN,2007,R,R,4,READING,31.7812700601491,35.2391999347596,26.1776832161029,6.80184678898841
IN,2007,R,R,8,MATHEMATICS,24.3380653075593,40.5135908364816,27.6569522728595,7.49139158309959
IN,2007,R,R,8,READING,23.8780250826217,45.0495557488894,28.7150796681992,2.35733950028969
IN,2009,D,R,4,MATHEMATICS,12.858920678415,45.5544359603741,36.1486357091905,5.43800765202036
IN,2009,D,R,4,READING,30.2008204996981,36.0647182315703,26.4598455406317,7.27461572809987
IN,2009,D,R,4,SCIENCE,22.4734103663575,42.638063042588,34.4876966538782,0
IN,2009,D,R,8,MATHEMATICS,22.2383542258954,41.6079978779163,28.8587659693483,7.29488192683999
IN,2009,D,R,8,READING,21.0939066777423,46.7965507138201,29.8832660471019,2.22627656133569
IN,2009,D,R,8,SCIENCE,32.6753891741362,35.3842359623556,30.6657645164909,1.27461034701729
IN,2011,D,R,4,MATHEMATICS,13.4304035510034,42.4974619537169,37.0601541705578,7.01198032472189
IN,2011,D,R,4,READING,32.0777408580015,35.1982081956926,26.3554210661827,6.36862988012318
IN,2011,D,R,8,MATHEMATICS,23.2401378950955,42.6125928587897,27.4537377387162,6.69353150739865
IN,2011,D,R,8,READING,22.2422176937927,45.9692192128199,29.6080613476457,2.18050174574175
IN,2011,D,R,8,SCIENCE,32.8156920663659,34.5887572567389,31.5751452614384,1.02040541545685
IN,2013,R,R,4,MATHEMATICS,10.3207799463404,37.8625660204166,41.7313011992295,10.0853528340135
IN,2013,R,R,4,READING,26.5872331991496,35.5872528256327,29.624170666931,8.20134330828666
IN,2013,R,R,8,MATHEMATICS,22.5998375268491,39.3010919833001,28.2241963618122,9.87487412803861
IN,2013,R,R,8,READING,20.7545927384559,44.5499513737989,31.9249492559726,2.77050663177259
IN,2015,R,R,4,MATHEMATICS,10.7308131138798,39.5207973533857,40.3727363609741,9.3756531717604
IN,2015,R,R,4,READING,25.1810177751946,34.9213966633908,30.8700472019614,9.02753835945313
IN,2015,R,R,4,SCIENCE,16.8928768306454,41.5009921398939,40.9354600951232,0.670670934337492
IN,2015,R,R,8,MATHEMATICS,22.7794840930956,38.5438480511721,29.5162214209827,9.1604464347496
IN,2015,R,R,8,READING,20.4708034463907,42.4593995756957,33.353712450444,3.71608452746959
IN,2015,R,R,8,SCIENCE,30.3594551914987,34.0483678734347,33.5159869185394,2.07619001652719
IN,2017,R,R,4,MATHEMATICS,14.4039007265307,37.5869603730483,35.870182960799,12.1389559396221
IN,2017,R,R,4,READING,27.3737693442555,31.9732054321421,30.3741823865899,10.2788428370124
IN,2017,R,R,8,MATHEMATICS,25.3451688440798,36.8668420781258,26.191245515894,11.5967435619004
IN,2017,R,R,8,READING,17.6270712369033,41.2562706297848,36.4283048100161,4.68835332329574
IN,2019,R,R,4,MATHEMATICS,15.8881504751958,37.04341390197,36.0603105309205,11.0081250919137
IN,2019,R,R,4,READING,32.6652271774135,30.3756895458825,27.2418212314096,9.71726204529438
IN,2019,R,R,8,MATHEMATICS,26.6168911953417,35.9853991333812,27.0127481020065,10.3849615692706
IN,2019,R,R,8,READING,24.9905345257914,38.0138136951136,32.7367666317694,4.25888514732558
IN,1994,R,D,4,READING,34.2976973921024,32.9794795601163,25.4955002979217,7.22732274985955
IN,2002,R,D,4,READING,32.4946750419025,34.2600243391158,26.0792743478763,7.16602627110543
IN,2002,R,D,8,READING,22.8026565123582,45.2452808347311,29.7247370381969,2.22732561471382
IN,1990,R,D,8,MATHEMATICS,43.646142942109,39.7762384113256,14.0679163962891,2.5097022502763
IA,1992,D,R,4,MATHEMATICS,27.6303880535964,46.3434196510863,23.7289649416032,2.29722735371419
IA,1992,D,R,4,READING,26.7601779378528,37.2941648858128,28.9860879339153,6.95956924241916
IA,1992,D,R,8,MATHEMATICS,23.559240197094,45.2054196699876,27.3256539557991,3.90968617711921
IA,1996,D,R,4,MATHEMATICS,26.1715905276639,51.6928677619148,20.8003077549675,1.33523395545372
IA,1996,D,R,8,MATHEMATICS,22.4122018571405,46.0920985532358,27.581152100195,3.91454748942879
IA,2000,D,D,4,MATHEMATICS,24.6832471699136,49.2274610968339,24.4140612225547,1.67523051069777
IA,2003,D,D,4,MATHEMATICS,16.8434286862305,47.6243220361707,32.221343626799,3.31090565079975
IA,2003,D,D,4,READING,29.7726022104401,35.510114777458,27.6032760031448,7.11400700895708
IA,2003,D,D,8,MATHEMATICS,23.5723990553511,43.0384879611839,27.9017011458168,5.48741183764818
IA,2003,D,D,8,READING,20.5335440968508,43.9007713816167,32.9123903842824,2.65329413725011
IA,2005,R,D,4,MATHEMATICS,15.255043805618,47.4481400172447,33.1752690255345,4.12154715160274
IA,2005,R,D,4,READING,32.5341663654158,34.4170704739969,25.9934652674197,7.05529789316763
IA,2005,R,D,8,MATHEMATICS,24.5218791704454,41.8143985278305,27.9798326414118,5.68388966031226
IA,2005,R,D,8,READING,20.7945428867951,45.3598121847338,31.2166101395745,2.6290347888966
IA,2007,R,D,4,MATHEMATICS,13.4293457087059,43.5365709238704,37.687447621848,5.34663574557575
IA,2007,R,D,4,READING,26.2751266034407,37.6308400277872,28.751293492267,7.34273987650503
IA,2007,R,D,8,MATHEMATICS,22.7665755530223,42.0373359867421,28.1276004120675,7.06848804816821
IA,2007,R,D,8,READING,20.1783566461493,44.1016354347333,33.2338884203394,2.48611949877799
IA,2009,D,D,4,MATHEMATICS,13.1275032088794,45.4807052919422,36.1474911283081,5.24430037087025
IA,2009,D,D,4,READING,31.2663651619695,34.5638024743909,27.0923697844538,7.07746257918576
IA,2009,D,D,4,SCIENCE,19.5299867020311,39.414968881878,40.3730705492105,0.68197386688037
IA,2009,D,D,8,MATHEMATICS,23.7854811674309,42.3166282543008,27.3659332791936,6.53195729907466
IA,2009,D,D,8,READING,22.6516487844482,45.1246030881148,30.338069582404,1.88567854503304
IA,2009,D,D,8,SCIENCE,28.0470268262866,37.1337480450803,33.6700184503525,1.14920667828054
IA,2011,D,R,4,MATHEMATICS,14.3214331521793,42.5726245173732,37.3724256941578,5.73351663628965
IA,2011,D,R,4,READING,31.293430938613,35.4992300579477,26.8308311365349,6.37650786690442
IA,2011,D,R,8,MATHEMATICS,23.4563146817908,42.927688135872,26.0037855483191,7.6122116340181
IA,2011,D,R,8,READING,23.2027973900643,44.1226302818064,30.6812946473242,1.99327768080507
IA,2011,D,R,8,SCIENCE,26.6629663517077,37.8988660644339,34.4388793469949,0.999288236863576
IA,2013,D,R,4,MATHEMATICS,13.4220521373565,38.8882435805612,38.2770311185768,9.41267316350548
IA,2013,D,R,4,READING,28.2732920721954,33.7302979619814,29.1029443689668,8.89346559685639
IA,2013,D,R,8,MATHEMATICS,24.1796996125721,40.0333006894252,28.5823871130473,7.2046125849554
IA,2013,D,R,8,READING,18.8088588013483,44.487374607147,33.7022760828313,3.00149050867332
IA,2015,D,R,4,MATHEMATICS,15.8847333077426,39.8152255251911,35.5954155275144,8.70462563955181
IA,2015,D,R,4,READING,28.768224089454,33.549359530577,28.8101014931126,8.87231488685648
IA,2015,D,R,4,SCIENCE,17.2399302365742,41.0682606313561,40.9913189586327,0.700490173436948
IA,2015,D,R,8,MATHEMATICS,23.8122262086217,38.873225456658,28.0213803849296,9.29316794979068
IA,2015,D,R,8,READING,19.1828691729617,45.196034883335,32.7697508142899,2.8513451294134
IA,2015,D,R,8,SCIENCE,24.7145138765365,36.9204280978067,37.1934291995999,1.17162882605692
IA,2017,R,R,4,MATHEMATICS,17.2441707049225,37.0264475783455,36.4457901415379,9.2835915751941
IA,2017,R,R,4,READING,31.246752678308,32.3048648840298,28.8722951767412,7.57608726092098
IA,2017,R,R,8,MATHEMATICS,24.3370552968064,38.6084118294942,27.3802942731932,9.67423860050624
IA,2017,R,R,8,READING,20.4226185481615,42.7665781263034,33.4768915511149,3.33391177442024
IA,2019,R,R,4,MATHEMATICS,19.0740810409927,38.9288436367458,33.6947816990564,8.30229362320513
IA,2019,R,R,4,READING,32.3479808878863,32.5570342651658,27.0633836315678,8.03160121538012
IA,2019,R,R,8,MATHEMATICS,28.4005665158832,39.0522559556157,25.4149245059666,7.13225302253454
IA,2019,R,R,8,READING,26.9229875252836,40.5053341639526,29.8646134178635,2.70706489290026
IA,1994,D,R,4,READING,30.935819685964,34.3646118879296,26.6144195472899,8.08514887881649
IA,1998,D,R,4,READING,32.6442025412659,34.2380345985853,26.2991667413502,6.81859611879857
IA,2002,D,D,4,READING,30.7057012672217,34.3611792193238,27.5586552302073,7.37446428324722
IA,1990,D,R,8,MATHEMATICS,29.9674253972341,44.9130114731065,21.8603608961441,3.25920223351532
KS,2000,R,R,4,MATHEMATICS,24.2077342253352,46.9554474511895,26.4002843207473,2.43653400272803
KS,2000,R,R,8,MATHEMATICS,23.7432073688561,42.6812564398647,29.0596966193449,4.51583957193434
KS,2003,R,D,4,MATHEMATICS,15.1371020144203,43.6023357398034,35.543923902207,5.71663834356934
KS,2003,R,D,4,READING,33.9709859317367,33.5004130640079,25.1106452987375,7.41795570551797
KS,2003,R,D,8,MATHEMATICS,24.4038441104834,41.6249372658439,27.5234406511186,6.44777797255405
KS,2003,R,D,8,READING,23.1681442993833,41.8501972193745,31.6502171662665,3.33144131497564
KS,2005,R,D,4,MATHEMATICS,11.9006129973419,41.255446845084,38.879531533471,7.96440862410308
KS,2005,R,D,4,READING,33.7079801564987,33.7953560895578,24.8009877889076,7.69567596503594
KS,2005,R,D,8,MATHEMATICS,23.3398897679692,42.4951724081329,28.9940216161018,5.17091620779614
KS,2005,R,D,8,READING,22.4461992777308,42.7728986788672,31.4060831615836,3.37481888181836
KS,2007,R,D,4,MATHEMATICS,10.6157513169949,38.2859309901657,42.4112939845779,8.68702370826137
KS,2007,R,D,4,READING,28.1851900342674,35.7182890512384,28.3329916793211,7.76352923517309
KS,2007,R,D,8,MATHEMATICS,18.6401606462601,41.1741063266383,31.6386113797906,8.54712164731109
KS,2007,R,D,8,READING,19.4268469881104,45.3768068402951,33.3860678647873,1.81027830680717
KS,2009,R,D,4,MATHEMATICS,11.1002945389038,42.6253567415602,39.986367862519,6.28798085701703
KS,2009,R,D,4,READING,27.9083854950839,37.0096736302527,28.1386341767844,6.94330669787897
KS,2009,R,D,8,MATHEMATICS,20.9854184807203,39.5170994634952,31.0566135622695,8.44086849351501
KS,2009,R,D,8,READING,20.3914076088775,46.5594585078335,31.0173561135512,2.03177776973788
KS,2011,R,R,4,MATHEMATICS,10.1244353886003,42.2130358951675,40.8629549896647,6.79957372656745
KS,2011,R,R,4,READING,29.3871411495893,34.5027243284165,27.8151856686924,8.29494885330181
KS,2011,R,R,8,MATHEMATICS,19.9581289388936,39.2561403290343,32.3289600499053,8.45677068216675
KS,2011,R,R,8,READING,21.2238161489632,43.2957286141721,32.7278805309291,2.75257470593559
KS,2011,R,R,8,SCIENCE,29.243940297189,35.3494661175595,34.2641875815567,1.14240600369486
KS,2013,R,R,4,MATHEMATICS,11.0022377905774,41.4343295526928,39.8690434641444,7.69438919258536
KS,2013,R,R,4,READING,28.6857756728025,33.7374309455048,29.5489304402229,8.02786294146972
KS,2013,R,R,8,MATHEMATICS,20.7646006322024,38.7530211597062,30.5743461446352,9.90803206345616
KS,2013,R,R,8,READING,21.7595159476156,42.3965942573696,32.9246055401472,2.9192842548677
KS,2015,R,R,4,MATHEMATICS,17.1218884089172,41.5548631718805,34.1951151538903,7.12813326531188
KS,2015,R,R,4,READING,32.4997707429778,32.3019911210597,26.4361737425358,8.76206439342667
KS,2015,R,R,4,SCIENCE,22.862631536368,40.2094246440492,36.1463366237001,0.781607195882721
KS,2015,R,R,8,MATHEMATICS,24.4512348158952,42.3540651434791,26.8350012685616,6.35969877206406
KS,2015,R,R,8,READING,21.4341863117731,43.755409179964,31.8456942741864,2.96471023407647
KS,2015,R,R,8,SCIENCE,29.0203902708492,36.8457962153416,33.0029634747374,1.13085003907177
KS,2017,R,R,4,MATHEMATICS,17.7575167486496,40.4236204461767,34.5378573416278,7.28100546354597
KS,2017,R,R,4,READING,29.8102218088931,32.9397594361864,29.1247845199564,8.12523423496407
KS,2017,R,R,8,MATHEMATICS,26.1839879970515,38.4439568341445,25.7999983829973,9.5720567858068
KS,2017,R,R,8,READING,22.3328316296268,40.9260785148664,33.0226485216851,3.71844133382167
KS,2019,R,D,4,MATHEMATICS,20.6206511298589,39.0690704162374,32.5011319398049,7.80914651409876
KS,2019,R,D,4,READING,33.617703407944,32.5645721957803,26.6693904767693,7.14833391950641
KS,2019,R,D,8,MATHEMATICS,29.4422971636709,37.6750117491386,23.6815661330663,9.20112495412427
KS,2019,R,D,8,READING,26.0030798030837,41.7017678120912,29.7670475736499,2.52810481117522
KS,1998,R,R,4,READING,30.3626001418753,36.0748315135295,27.024912730018,6.53765561457715
KS,1998,R,R,8,READING,18.700019170445,45.5491644737334,33.5484313767944,2.20238497902718
KS,2002,R,R,4,READING,32.0051513335782,34.4881030603401,26.2395095846415,7.2672360214402
KS,2002,R,R,8,READING,19.3987180690715,42.4054267295731,35.0557815904123,3.14007361094319
KY,1992,D,D,4,MATHEMATICS,49.1449457764588,38.2870416772224,11.538717163951,1.02929538236772
KY,1992,D,D,4,READING,42.0101314467411,35.1421460044128,19.4142720866945,3.43345046215147
KY,1992,D,D,8,MATHEMATICS,48.8080967032459,37.3756189766153,12.2403330017275,1.5759513184113
KY,1996,D,D,4,MATHEMATICS,39.7774417336127,44.6157103081941,14.3776065920847,1.22924136610856
KY,1996,D,D,8,MATHEMATICS,43.5328051797383,40.7919394257592,14.2598618215727,1.41539357292982
KY,2000,R,D,4,MATHEMATICS,41.1832606736103,41.7334147256733,15.6853020088237,1.39802259189266
KY,2000,R,D,8,MATHEMATICS,39.6499558940628,39.9585837923336,17.5715947078289,2.81986560577479
KY,2003,R,R,4,MATHEMATICS,27.7559386068486,50.128095044812,20.4758366284649,1.64012971987456
KY,2003,R,R,4,READING,35.8577627330952,33.5277569451046,24.0681879111024,6.54629241069789
KY,2003,R,R,8,MATHEMATICS,34.7215074927243,41.617890971922,19.9465617433872,3.71403979196652
KY,2003,R,R,8,READING,22.0721538698411,44.3606665452356,30.6011124063993,2.96606717852403
KY,2005,R,R,4,MATHEMATICS,24.9935131671906,48.9309459431385,23.5570560311313,2.51848485853961
KY,2005,R,R,4,READING,35.0869924109342,34.1174820544073,23.3034100916632,7.49211544299535
KY,2005,R,R,8,MATHEMATICS,35.6605070294837,41.8020791991853,19.1685756786311,3.36883809269987
KY,2005,R,R,8,READING,24.6064908152228,44.7652681230099,27.6300552361511,2.99818582561618
KY,2007,R,D,4,MATHEMATICS,20.7279488746562,48.5043777981375,27.4388829699202,3.32879035728614
KY,2007,R,D,4,READING,31.6482490584995,34.9009763964387,25.1798036068548,8.27097093820691
KY,2007,R,D,8,MATHEMATICS,31.0290816410438,41.6730704561757,22.3241664671768,4.97368143560365
KY,2007,R,D,8,READING,26.7042063300859,45.5867597033889,25.062563278437,2.64647068808825
KY,2009,R,D,4,MATHEMATICS,19.0409766264878,44.45466536933,30.6830038546676,5.8213541495145
KY,2009,R,D,4,READING,27.9669319851473,35.819730313277,28.0095405187059,8.20379718286985
KY,2009,R,D,4,SCIENCE,16.5325624800154,38.7610188825967,43.9624192250114,0.743999412376563
KY,2009,R,D,8,MATHEMATICS,29.7116771471307,43.0574700449522,22.4619506735582,4.76890213435899
KY,2009,R,D,8,READING,21.0071265612648,45.7183435602903,30.7076761701876,2.56685370825726
KY,2009,R,D,8,SCIENCE,28.5368901797399,37.8400171599894,32.274459733747,1.34863292652369
KY,2011,R,D,4,MATHEMATICS,15.2252447784759,45.9281711201311,33.5483647961161,5.29821930527687
KY,2011,R,D,4,READING,28.2582256283397,36.2826961389328,27.7351331903761,7.72394504235135
KY,2011,R,D,8,MATHEMATICS,28.2691812173088,41.0807994933828,24.2403322714849,6.40968701782358
KY,2011,R,D,8,READING,20.5436156416793,43.1560362027808,33.1120822779452,3.18826587759478
KY,2011,R,D,8,SCIENCE,28.4648576024287,37.6352163058175,32.4502418684675,1.44968422328628
KY,2013,R,D,4,MATHEMATICS,16.2189647661266,42.324395424543,35.1377277482458,6.31891206108459
KY,2013,R,D,4,READING,28.8757376815129,34.7716398317391,27.7837714835624,8.56885100318557
KY,2013,R,D,8,MATHEMATICS,28.7631605097508,41.2057791544755,23.9707378618668,6.06032247390687
KY,2013,R,D,8,READING,20.3579692697882,41.8495871783064,32.9952936830115,4.79714986889396
KY,2015,R,R,4,MATHEMATICS,15.9208998565991,43.5945462088124,33.4518318963393,7.03272203824925
KY,2015,R,R,4,READING,25.4836270978796,34.0858839968936,30.3667709442921,10.0637179609346
KY,2015,R,R,4,SCIENCE,16.790442965661,38.8131341178788,43.3452119158996,1.0512110005606
KY,2015,R,R,8,MATHEMATICS,32.3504589254547,39.9957346779024,22.1592444235275,5.49456197311539
KY,2015,R,R,8,READING,22.0942933376369,41.7594026115715,32.0097851734668,4.13651887732481
KY,2015,R,R,8,SCIENCE,27.4840892074472,37.99794192614,32.7023723540319,1.81559651238096
KY,2017,R,R,4,MATHEMATICS,19.911084586761,40.3100277171011,33.2707363903001,6.50815130583776
KY,2017,R,R,4,READING,30.3871893139823,32.0644256061348,27.6199264131866,9.92845866669637
KY,2017,R,R,8,MATHEMATICS,34.601283865631,36.5045904703011,21.8055612282376,7.08856443583038
KY,2017,R,R,8,READING,25.1974366647049,40.5905895727137,30.366457413874,3.8455163487074
KY,2019,R,D,4,MATHEMATICS,19.3149628434442,40.7601506150326,32.7156561067716,7.20923043475166
KY,2019,R,D,4,READING,33.2090824982602,31.7124469776881,26.3966987812355,8.68177174281623
KY,2019,R,D,8,MATHEMATICS,32.6917395582649,38.2937201187861,22.1184789079384,6.89606141501054
KY,2019,R,D,8,READING,27.4193925781888,39.1458722407358,29.3540711241527,4.08066405692267
KY,1994,D,D,4,READING,43.7304319554021,30.6002771037249,19.879792018061,5.78949892281201
KY,1998,D,D,4,READING,37.8969043663042,33.3071377665482,22.7320832920955,6.06387457505205
KY,1998,D,D,8,READING,25.8941139110011,43.9584444073629,28.2398379775464,1.90760370408963
KY,2002,R,D,4,READING,35.5791891870826,34.8140655482939,23.2875055467794,6.31923971784419
KY,2002,R,D,8,READING,22.2453859324123,45.972469790366,29.7336679478909,2.04847632933076
KY,1990,R,D,8,MATHEMATICS,57.0188822213973,32.5050480547568,9.41495157625138,1.06111814759455
LA,1992,D,D,4,MATHEMATICS,61.1624054536804,31.2382881723604,7.17344426900242,0
LA,1992,D,D,4,READING,54.1399334957572,30.6868174533652,13.1433954655111,2.02985358536652
LA,1992,D,D,8,MATHEMATICS,63.400832564557,29.38576462589,6.73378354183868,0
LA,1996,D,R,4,MATHEMATICS,56.0276391885761,36.2864055137815,7.26478328232479,0
LA,1996,D,R,8,MATHEMATICS,61.5000537512308,31.0928856100918,6.91282148498423,0
LA,2000,R,R,4,MATHEMATICS,43.2007606956897,43.1922893123812,13.1011816860385,0.505768305890586
LA,2000,R,R,8,MATHEMATICS,52.5001048108262,36.285632920992,10.296113882983,0.918148385198887
LA,2003,R,R,4,MATHEMATICS,33.1664733098718,45.5555282197655,19.6516431162035,1.62635535415916
LA,2003,R,R,4,READING,51.2140918647533,28.9039250033405,16.1766694742929,3.70531365761328
LA,2003,R,R,8,MATHEMATICS,43.035668289473,39.7519366002229,15.4332094277248,1.77918568257926
LA,2003,R,R,8,READING,36.0912313848824,42.1725275753264,20.1631389368368,1.57310210295436
LA,2005,R,D,4,MATHEMATICS,26.0386904769104,50.0383659826859,21.8466144114614,2.07632912894232
LA,2005,R,D,4,READING,46.971286631235,32.6273203412201,16.9513279598204,3.45006506772446
LA,2005,R,D,8,MATHEMATICS,41.0872496588565,42.772559497562,14.4635887807145,1.67660206286706
LA,2005,R,D,8,READING,36.1098777368179,43.9508207997315,18.7415405973877,1.1977608660629
LA,2007,R,D,4,MATHEMATICS,27.1430486209218,48.4528839143419,22.2082296139711,2.19583785076524
LA,2007,R,D,4,READING,48.0700221343107,31.5411579612834,16.9847461015364,3.40407380286945
LA,2007,R,D,8,MATHEMATICS,36.0592253766693,44.9324155129706,16.7916033148209,2.2167557955392
LA,2007,R,D,8,READING,35.8313288895206,44.8105854947135,18.3683167779038,0.989768837862122
LA,2009,R,R,4,MATHEMATICS,27.6643001558581,49.4876085073802,20.9410689777223,1.90702235903941
LA,2009,R,R,4,READING,48.7010084280712,32.9523482771898,15.9455724109545,2.40107088378451
LA,2009,R,R,4,SCIENCE,37.3507208566294,38.0263245279312,24.2174064582826,0
LA,2009,R,R,8,MATHEMATICS,37.9043168237696,41.83036026175,16.1059849613886,4.15933795309174
LA,2009,R,R,8,READING,35.5535813992221,44.0186163200912,19.2614072686732,1.16639501201355
LA,2009,R,R,8,SCIENCE,49.2273374437261,31.0209641486385,19.3056238339696,0
LA,2011,R,R,4,MATHEMATICS,26.877716243586,47.2655632676587,23.5941749373344,2.26254555142098
LA,2011,R,R,4,READING,44.5440234267058,32.87170808981,18.6973337230655,3.88693476041872
LA,2011,R,R,8,MATHEMATICS,36.7178656549253,40.9956718490312,19.3892920902548,2.89717040578864
LA,2011,R,R,8,READING,34.4327330758768,43.3187152577962,20.792790796807,1.45576086952
LA,2011,R,R,8,SCIENCE,44.6969145531599,33.0492693356655,21.686337122216,0.567478988958525
LA,2013,R,R,4,MATHEMATICS,25.3884280838687,48.2784181910562,23.7070689911313,2.62608473394381
LA,2013,R,R,4,READING,43.6056028669397,33.4026945592816,19.2101035929983,3.78159898078043
LA,2013,R,R,8,MATHEMATICS,36.3719088886782,42.7981245181243,17.551931480475,3.2780351127224
LA,2013,R,R,8,READING,32.4330100667349,43.659959643037,21.9723426100266,1.93468768020145
