state,year,years_since_ald_set,pres,gov,grade,subject,ald,value
DC,2015,0,D,?,8,READING,PR,16.0848717214808
DC,2015,0,D,?,8,READING,AD,2.51423561523859
DC,2017,2,D,?,4,MATHEMATICS,BB,31.4294208101655
DC,2017,2,D,?,4,MATHEMATICS,BA,37.0590633715831
DC,2017,2,D,?,4,MATHEMATICS,PR,23.9863561915314
DC,2017,2,D,?,4,MATHEMATICS,AD,7.52515962672004
DC,2017,2,D,?,4,READING,BB,43.5456896590509
DC,2017,2,D,?,4,READING,BA,27.7576573418301
DC,2017,2,D,?,4,READING,PR,19.9712284474121
DC,2017,2,D,?,4,READING,AD,8.72542455170699
DC,2017,2,D,?,8,MATHEMATICS,BB,48.6156275349276
DC,2017,2,D,?,8,MATHEMATICS,BA,30.4564465168699
DC,2017,2,D,?,8,MATHEMATICS,PR,14.06903403695
DC,2017,2,D,?,8,MATHEMATICS,AD,6.85889191125252
DC,2017,2,D,?,8,READING,BB,44.8327599991863
DC,2017,2,D,?,8,READING,BA,35.2582901198052
DC,2017,2,D,?,8,READING,PR,16.6490778939653
DC,2017,2,D,?,8,READING,AD,3.2598719870432
DC,2019,4,D,?,4,MATHEMATICS,BB,26.8525161623462
DC,2019,4,D,?,4,MATHEMATICS,BA,38.99028920521
DC,2019,4,D,?,4,MATHEMATICS,PR,25.9087966176155
DC,2019,4,D,?,4,MATHEMATICS,AD,8.24839801482834
DC,2019,4,D,?,4,READING,BB,42.8425376380354
DC,2019,4,D,?,4,READING,BA,27.0113677024119
DC,2019,4,D,?,4,READING,PR,20.5223687003549
DC,2019,4,D,?,4,READING,AD,9.62372595919785
DC,2019,4,D,?,8,MATHEMATICS,BB,44.6460644138268
DC,2019,4,D,?,8,MATHEMATICS,BA,32.3299060016496
DC,2019,4,D,?,8,MATHEMATICS,PR,15.2237381386582
DC,2019,4,D,?,8,MATHEMATICS,AD,7.80029144586546
DC,2019,4,D,?,8,READING,BB,41.9307247025834
DC,2019,4,D,?,8,READING,BA,35.0860572168395
DC,2019,4,D,?,8,READING,PR,18.9558973912179
DC,2019,4,D,?,8,READING,AD,4.02732068935922
GA,2011,1,R,R,4,MATHEMATICS,BB,20.4038363209533
GA,2011,1,R,R,4,MATHEMATICS,BA,42.598480943599
GA,2011,1,R,R,4,MATHEMATICS,PR,30.6664690851232
GA,2011,1,R,R,4,MATHEMATICS,AD,6.33121365032447
GA,2011,1,R,R,4,READING,BB,33.7882311446008
GA,2011,1,R,R,4,READING,BA,33.7650112342944
GA,2011,1,R,R,4,READING,PR,25.0715179282569
GA,2011,1,R,R,4,READING,AD,7.37523969284789
GA,2011,1,R,R,8,MATHEMATICS,BB,31.5076897067851
GA,2011,1,R,R,8,MATHEMATICS,BA,40.73408065869
GA,2011,1,R,R,8,MATHEMATICS,PR,21.7927855168332
GA,2011,1,R,R,8,MATHEMATICS,AD,5.96544411769171
GA,2011,1,R,R,8,READING,BB,25.6875772230531
GA,2011,1,R,R,8,READING,BA,46.7350097766001
GA,2011,1,R,R,8,READING,PR,25.9013087492649
GA,2011,1,R,R,8,READING,AD,1.6761042510819
GA,2013,3,R,R,4,MATHEMATICS,BB,19.020451424068
GA,2013,3,R,R,4,MATHEMATICS,BA,41.5824594680257
GA,2013,3,R,R,4,MATHEMATICS,PR,32.2768070840355
GA,2013,3,R,R,4,MATHEMATICS,AD,7.12028202387077
GA,2013,3,R,R,4,READING,BB,33.0207946885735
GA,2013,3,R,R,4,READING,BA,33.0374119925553
GA,2013,3,R,R,4,READING,PR,25.2606489519163
GA,2013,3,R,R,4,READING,AD,8.68114436695488
GA,2013,3,R,R,8,MATHEMATICS,BB,31.6098745144726
GA,2013,3,R,R,8,MATHEMATICS,BA,39.0191361843972
GA,2013,3,R,R,8,MATHEMATICS,PR,22.3212283202726
GA,2013,3,R,R,8,MATHEMATICS,AD,7.04976098085764
GA,2013,3,R,R,8,READING,BB,24.6979983726927
GA,2013,3,R,R,8,READING,BA,43.7968984033987
GA,2013,3,R,R,8,READING,PR,27.9503173759737
GA,2013,3,R,R,8,READING,AD,3.55478584793486
GA,2015,0,R,R,4,MATHEMATICS,BB,22.2779842353804
GA,2015,0,R,R,4,MATHEMATICS,BA,43.0905227481724
GA,2015,0,R,R,4,MATHEMATICS,PR,29.4923812264063
GA,2015,0,R,R,4,MATHEMATICS,AD,5.13911179004089
GA,2015,0,R,R,4,READING,BB,31.9315246245366
GA,2015,0,R,R,4,READING,BA,34.4351293818604
GA,2015,0,R,R,4,READING,PR,26.4782967233514
GA,2015,0,R,R,4,READING,AD,7.15504927025161
GA,2015,0,R,R,8,MATHEMATICS,BB,32.6757183511879
GA,2015,0,R,R,8,MATHEMATICS,BA,38.9711321530534
GA,2015,0,R,R,8,MATHEMATICS,PR,20.9878926026991
GA,2015,0,R,R,8,MATHEMATICS,AD,7.36525689305956
GA,2015,0,R,R,8,READING,BB,26.5484019571018
GA,2015,0,R,R,8,READING,BA,43.2046006516061
GA,2015,0,R,R,8,READING,PR,27.3159605307599
GA,2015,0,R,R,8,READING,AD,2.93103686053221
GA,2017,2,R,R,4,MATHEMATICS,BB,23.3650084381272
GA,2017,2,R,R,4,MATHEMATICS,BA,41.2085726396341
GA,2017,2,R,R,4,MATHEMATICS,PR,28.9300883821945
GA,2017,2,R,R,4,MATHEMATICS,AD,6.49633054004425
GA,2017,2,R,R,4,READING,BB,34.0735662643616
GA,2017,2,R,R,4,READING,BA,31.2888602101767
GA,2017,2,R,R,4,READING,PR,26.1029680844621
GA,2017,2,R,R,4,READING,AD,8.5346054409996
GA,2017,2,R,R,8,MATHEMATICS,BB,31.7981638388941
GA,2017,2,R,R,8,MATHEMATICS,BA,36.8015224855473
GA,2017,2,R,R,8,MATHEMATICS,PR,22.6941141569248
GA,2017,2,R,R,8,MATHEMATICS,AD,8.70619951863381
GA,2017,2,R,R,8,READING,BB,24.1835141270506
GA,2017,2,R,R,8,READING,BA,40.4237651844587
GA,2017,2,R,R,8,READING,PR,31.3847480580997
GA,2017,2,R,R,8,READING,AD,4.00797263039099
GA,2019,4,R,R,4,MATHEMATICS,BB,22.765674573326
GA,2019,4,R,R,4,MATHEMATICS,BA,40.7481530984591
GA,2019,4,R,R,4,MATHEMATICS,PR,28.0714528024164
GA,2019,4,R,R,4,MATHEMATICS,AD,8.41471952579855
GA,2019,4,R,R,4,READING,BB,36.6645541639544
GA,2019,4,R,R,4,READING,BA,31.1126335945761
GA,2019,4,R,R,4,READING,PR,23.1969199993275
GA,2019,4,R,R,4,READING,AD,9.025892242142
GA,2019,4,R,R,8,MATHEMATICS,BB,33.1319282141501
GA,2019,4,R,R,8,MATHEMATICS,BA,35.7270718103008
GA,2019,4,R,R,8,MATHEMATICS,PR,22.2317081107965
GA,2019,4,R,R,8,MATHEMATICS,AD,8.9092918647526
GA,2019,4,R,R,8,READING,BB,28.3518499440509
GA,2019,4,R,R,8,READING,BA,39.5153975693105
GA,2019,4,R,R,8,READING,PR,28.6323425988941
GA,2019,4,R,R,8,READING,AD,3.50040988774452
HI,2011,1,D,D,4,MATHEMATICS,BB,19.5552896764529
HI,2011,1,D,D,4,MATHEMATICS,BA,40.7614591640478
HI,2011,1,D,D,4,MATHEMATICS,PR,33.2931610105984
HI,2011,1,D,D,4,MATHEMATICS,AD,6.39009014890082
HI,2011,1,D,D,4,READING,BB,40.6907450760822
HI,2011,1,D,D,4,READING,BA,32.1443352414245
HI,2011,1,D,D,4,READING,PR,21.2303351659167
HI,2011,1,D,D,4,READING,AD,5.93458451657658
HI,2011,1,D,D,8,MATHEMATICS,BB,32.2084552643832
HI,2011,1,D,D,8,MATHEMATICS,BA,37.7818068538918
HI,2011,1,D,D,8,MATHEMATICS,PR,24.0968893074424
HI,2011,1,D,D,8,MATHEMATICS,AD,5.91284857428258
HI,2011,1,D,D,8,READING,BB,31.8090895932138
HI,2011,1,D,D,8,READING,BA,42.1974832796706
HI,2011,1,D,D,8,READING,PR,23.7973832737807
HI,2011,1,D,D,8,READING,AD,2.196043853335
HI,2013,3,D,D,4,MATHEMATICS,BB,16.6803835273764
HI,2013,3,D,D,4,MATHEMATICS,BA,37.3164093783944
HI,2013,3,D,D,4,MATHEMATICS,PR,37.2027612759631
HI,2013,3,D,D,4,MATHEMATICS,AD,8.80044581826617
HI,2013,3,D,D,4,READING,BB,38.3901391831519
HI,2013,3,D,D,4,READING,BA,31.8389727512327
HI,2013,3,D,D,4,READING,PR,22.9070477958577
HI,2013,3,D,D,4,READING,AD,6.86384026975766
HI,2013,3,D,D,8,MATHEMATICS,BB,28.3476107606549
HI,2013,3,D,D,8,MATHEMATICS,BA,39.3222906650835
HI,2013,3,D,D,8,MATHEMATICS,PR,25.0559145405331
HI,2013,3,D,D,8,MATHEMATICS,AD,7.27418403372844
HI,2013,3,D,D,8,READING,BB,28.7177649476782
HI,2013,3,D,D,8,READING,BA,42.8376390285445
HI,2013,3,D,D,8,READING,PR,25.9650991651626
HI,2013,3,D,D,8,READING,AD,2.47949685861474
HI,2015,0,D,D,4,MATHEMATICS,BB,21.2431926780081
HI,2015,0,D,D,4,MATHEMATICS,BA,40.4745425244809
HI,2015,0,D,D,4,MATHEMATICS,PR,31.6962006906849
HI,2015,0,D,D,4,MATHEMATICS,AD,6.58606410682619
HI,2015,0,D,D,4,READING,BB,38.6016602018935
HI,2015,0,D,D,4,READING,BA,32.3350953847947
HI,2015,0,D,D,4,READING,PR,22.7930375020025
HI,2015,0,D,D,4,READING,AD,6.27020691130929
HI,2015,0,D,D,8,MATHEMATICS,BB,30.1875323614366
HI,2015,0,D,D,8,MATHEMATICS,BA,39.7898269197399
HI,2015,0,D,D,8,MATHEMATICS,PR,24.1188182487577
HI,2015,0,D,D,8,MATHEMATICS,AD,5.90382247006576
HI,2015,0,D,D,8,READING,BB,31.9469993609473
HI,2015,0,D,D,8,READING,BA,42.360524305221
HI,2015,0,D,D,8,READING,PR,23.4413803737198
HI,2015,0,D,D,8,READING,AD,2.25109596011195
HI,2017,2,D,D,4,MATHEMATICS,BB,21.4713600453106
HI,2017,2,D,D,4,MATHEMATICS,BA,40.4225023518306
HI,2017,2,D,D,4,MATHEMATICS,PR,31.7796608203993
HI,2017,2,D,D,4,MATHEMATICS,AD,6.32647678245941
HI,2017,2,D,D,4,READING,BB,37.5009994514871
HI,2017,2,D,D,4,READING,BA,30.8134734399528
HI,2017,2,D,D,4,READING,PR,24.6205168978608
HI,2017,2,D,D,4,READING,AD,7.06501021069923
HI,2017,2,D,D,8,MATHEMATICS,BB,33.6872537849824
HI,2017,2,D,D,8,MATHEMATICS,BA,39.0170983958442
HI,2017,2,D,D,8,MATHEMATICS,PR,20.6437043850412
HI,2017,2,D,D,8,MATHEMATICS,AD,6.65194343413212
HI,2017,2,D,D,8,READING,BB,27.6915457598077
HI,2017,2,D,D,8,READING,BA,41.9732359597514
HI,2017,2,D,D,8,READING,PR,27.9700966334863
HI,2017,2,D,D,8,READING,AD,2.3651216469546
HI,2019,4,D,D,4,MATHEMATICS,BB,21.6185603188487
HI,2019,4,D,D,4,MATHEMATICS,BA,38.6136662862777
HI,2019,4,D,D,4,MATHEMATICS,PR,32.0215083312331
HI,2019,4,D,D,4,MATHEMATICS,AD,7.74626506364052
HI,2019,4,D,D,4,READING,BB,37.4466588661206
HI,2019,4,D,D,4,READING,BA,28.7653775657369
HI,2019,4,D,D,4,READING,PR,25.3437335748984
HI,2019,4,D,D,4,READING,AD,8.44422999324408
HI,2019,4,D,D,8,MATHEMATICS,BB,35.4228263111841
HI,2019,4,D,D,8,MATHEMATICS,BA,36.919771096569
HI,2019,4,D,D,8,MATHEMATICS,PR,21.6519135592126
HI,2019,4,D,D,8,MATHEMATICS,AD,6.00548903303428
HI,2019,4,D,D,8,READING,BB,32.4427349364863
HI,2019,4,D,D,8,READING,BA,38.3969531461302
HI,2019,4,D,D,8,READING,PR,25.6714992793796
HI,2019,4,D,D,8,READING,AD,3.48881263800397
ID,2011,1,R,R,4,MATHEMATICS,BB,16.9175323240982
ID,2011,1,R,R,4,MATHEMATICS,BA,43.6080691068816
ID,2011,1,R,R,4,MATHEMATICS,PR,34.1230185852071
ID,2011,1,R,R,4,MATHEMATICS,AD,5.3513799838132
ID,2011,1,R,R,4,READING,BB,31.1498455869477
ID,2011,1,R,R,4,READING,BA,36.2547234556041
ID,2011,1,R,R,4,READING,PR,26.138428001553
ID,2011,1,R,R,4,READING,AD,6.4570029558952
ID,2011,1,R,R,8,MATHEMATICS,BB,22.5875034679834
ID,2011,1,R,R,8,MATHEMATICS,BA,40.5623969834277
ID,2011,1,R,R,8,MATHEMATICS,PR,28.1246108535779
ID,2011,1,R,R,8,MATHEMATICS,AD,8.72548869501093
ID,2011,1,R,R,8,READING,BB,19.126553453955
ID,2011,1,R,R,8,READING,BA,46.9363714159701
ID,2011,1,R,R,8,READING,PR,31.2499991626032
ID,2011,1,R,R,8,READING,AD,2.68707596747175
ID,2013,3,R,R,4,MATHEMATICS,BB,16.8781219398645
ID,2013,3,R,R,4,MATHEMATICS,BA,43.4244146008896
ID,2013,3,R,R,4,MATHEMATICS,PR,33.2820902519893
ID,2013,3,R,R,4,MATHEMATICS,AD,6.41537320725662
ID,2013,3,R,R,4,READING,BB,32.4443992149455
ID,2013,3,R,R,4,READING,BA,34.5465983375269
ID,2013,3,R,R,4,READING,PR,26.3370938814729
ID,2013,3,R,R,4,READING,AD,6.67190856605481
ID,2013,3,R,R,8,MATHEMATICS,BB,22.2731635211718
ID,2013,3,R,R,8,MATHEMATICS,BA,41.2640992282885
ID,2013,3,R,R,8,MATHEMATICS,PR,29.3109005868134
ID,2013,3,R,R,8,MATHEMATICS,AD,7.1518366637262
ID,2013,3,R,R,8,READING,BB,18.3307809652343
ID,2013,3,R,R,8,READING,BA,43.3780547820462
ID,2013,3,R,R,8,READING,PR,34.6742500556505
ID,2013,3,R,R,8,READING,AD,3.61691419706904
ID,2015,0,R,R,4,MATHEMATICS,BB,19.8230011386761
ID,2015,0,R,R,4,MATHEMATICS,BA,42.0232921000311
ID,2015,0,R,R,4,MATHEMATICS,PR,32.3276360720408
ID,2015,0,R,R,4,MATHEMATICS,AD,5.82607068925198
ID,2015,0,R,R,4,READING,BB,31.3169695759592
ID,2015,0,R,R,4,READING,BA,32.5990643011748
ID,2015,0,R,R,4,READING,PR,28.5104203187793
ID,2015,0,R,R,4,READING,AD,7.5735458040868
ID,2015,0,R,R,8,MATHEMATICS,BB,24.9229452932593
ID,2015,0,R,R,8,MATHEMATICS,BA,41.044143265808
ID,2015,0,R,R,8,MATHEMATICS,PR,27.8982332897863
ID,2015,0,R,R,8,MATHEMATICS,AD,6.13467815114642
ID,2015,0,R,R,8,READING,BB,18.8776369333233
ID,2015,0,R,R,8,READING,BA,43.8743800430421
ID,2015,0,R,R,8,READING,PR,34.640465412799
ID,2015,0,R,R,8,READING,AD,2.6075176108356
ID,2017,2,R,R,4,MATHEMATICS,BB,18.712897777211
ID,2017,2,R,R,4,MATHEMATICS,BA,41.0978239923257
ID,2017,2,R,R,4,MATHEMATICS,PR,33.4529986147407
ID,2017,2,R,R,4,MATHEMATICS,AD,6.73627961572249
ID,2017,2,R,R,4,READING,BB,30.1992181772303
ID,2017,2,R,R,4,READING,BA,31.642339437042
ID,2017,2,R,R,4,READING,PR,29.634007235496
ID,2017,2,R,R,4,READING,AD,8.52443515023168
ID,2017,2,R,R,8,MATHEMATICS,BB,26.4636798988052
ID,2017,2,R,R,8,MATHEMATICS,BA,38.1706555685887
ID,2017,2,R,R,8,MATHEMATICS,PR,25.7805168640386
ID,2017,2,R,R,8,MATHEMATICS,AD,9.5851476685675
ID,2017,2,R,R,8,READING,BB,18.6595853344898
ID,2017,2,R,R,8,READING,BA,42.6558637545246
ID,2017,2,R,R,8,READING,PR,35.9557505503597
ID,2017,2,R,R,8,READING,AD,2.72880036062597
ID,2019,4,R,R,4,MATHEMATICS,BB,18.0512115881027
ID,2019,4,R,R,4,MATHEMATICS,BA,38.9245032690846
ID,2019,4,R,R,4,MATHEMATICS,PR,34.5294573882848
ID,2019,4,R,R,4,MATHEMATICS,AD,8.49482775452787
ID,2019,4,R,R,4,READING,BB,30.8125774050902
ID,2019,4,R,R,4,READING,BA,31.7436294786216
ID,2019,4,R,R,4,READING,PR,28.2935482535546
ID,2019,4,R,R,4,READING,AD,9.15024486273351
ID,2019,4,R,R,8,MATHEMATICS,BB,26.0460332662432
ID,2019,4,R,R,8,MATHEMATICS,BA,36.6105723589303
ID,2019,4,R,R,8,MATHEMATICS,PR,26.8104031822995
ID,2019,4,R,R,8,MATHEMATICS,AD,10.532991192527
ID,2019,4,R,R,8,READING,BB,22.5752741665012
ID,2019,4,R,R,8,READING,BA,40.3438409597049
ID,2019,4,R,R,8,READING,PR,33.5063831024577
ID,2019,4,R,R,8,READING,AD,3.57450177133616
IL,2011,1,D,D,4,MATHEMATICS,BB,20.2039848404282
IL,2011,1,D,D,4,MATHEMATICS,BA,41.4583729476829
IL,2011,1,D,D,4,MATHEMATICS,PR,31.4100778812388
IL,2011,1,D,D,4,MATHEMATICS,AD,6.92756433065014
IL,2011,1,D,D,4,READING,BB,34.7209327461456
IL,2011,1,D,D,4,READING,BA,31.9765482981648
IL,2011,1,D,D,4,READING,PR,24.7472950724258
IL,2011,1,D,D,4,READING,AD,8.55522388326384
IL,2011,1,D,D,8,MATHEMATICS,BB,26.9498448849576
IL,2011,1,D,D,8,MATHEMATICS,BA,40.2180074782128
IL,2011,1,D,D,8,MATHEMATICS,PR,24.6986092970297
IL,2011,1,D,D,8,MATHEMATICS,AD,8.1335383397999
IL,2011,1,D,D,8,READING,BB,23.1653546221177
IL,2011,1,D,D,8,READING,BA,42.9796936728714
IL,2011,1,D,D,8,READING,PR,30.2810667389918
IL,2011,1,D,D,8,READING,AD,3.57388496601917
IL,2013,3,D,D,4,MATHEMATICS,BB,21.4333541003557
IL,2013,3,D,D,4,MATHEMATICS,BA,39.4806564748095
IL,2013,3,D,D,4,MATHEMATICS,PR,30.7132736560862
IL,2013,3,D,D,4,MATHEMATICS,AD,8.37271576874863
IL,2013,3,D,D,4,READING,BB,35.5155397362762
IL,2013,3,D,D,4,READING,BA,30.979105090614
IL,2013,3,D,D,4,READING,PR,25.3328080362529
IL,2013,3,D,D,4,READING,AD,8.17254713685679
IL,2013,3,D,D,8,MATHEMATICS,BB,26.148769303138
IL,2013,3,D,D,8,MATHEMATICS,BA,37.3904906633074
IL,2013,3,D,D,8,MATHEMATICS,PR,27.0157925056648
IL,2013,3,D,D,8,MATHEMATICS,AD,9.44494752788981
IL,2013,3,D,D,8,READING,BB,22.5815017055133
IL,2013,3,D,D,8,READING,BA,41.1849614592765
IL,2013,3,D,D,8,READING,PR,32.4732594526291
IL,2013,3,D,D,8,READING,AD,3.76027738258102
IL,2015,0,D,R,4,MATHEMATICS,BB,22.9330122938884
IL,2015,0,D,R,4,MATHEMATICS,BA,40.4238551284934
IL,2015,0,D,R,4,MATHEMATICS,PR,28.8163039373845
IL,2015,0,D,R,4,MATHEMATICS,AD,7.82682864023374
IL,2015,0,D,R,4,READING,BB,31.8963862721846
IL,2015,0,D,R,4,READING,BA,32.6246366867002
IL,2015,0,D,R,4,READING,PR,26.2270285131536
IL,2015,0,D,R,4,READING,AD,9.25194852796159
IL,2015,0,D,R,8,MATHEMATICS,BB,27.6723786408099
IL,2015,0,D,R,8,MATHEMATICS,BA,40.1306604686416
IL,2015,0,D,R,8,MATHEMATICS,PR,25.0067322048094
IL,2015,0,D,R,8,MATHEMATICS,AD,7.19022868573914
IL,2015,0,D,R,8,READING,BB,22.5246628172433
IL,2015,0,D,R,8,READING,BA,42.3541428529456
IL,2015,0,D,R,8,READING,PR,31.0480705180904
IL,2015,0,D,R,8,READING,AD,4.07312381172072
IL,2017,2,D,R,4,MATHEMATICS,BB,23.7564342505149
IL,2017,2,D,R,4,MATHEMATICS,BA,37.6415549509594
IL,2017,2,D,R,4,MATHEMATICS,PR,29.5612289746058
IL,2017,2,D,R,4,MATHEMATICS,AD,9.04078182391995
IL,2017,2,D,R,4,READING,BB,34.417749855207
IL,2017,2,D,R,4,READING,BA,30.409340214138
IL,2017,2,D,R,4,READING,PR,25.7108037500268
IL,2017,2,D,R,4,READING,AD,9.46210618062823
IL,2017,2,D,R,8,MATHEMATICS,BB,31.6066853172788
IL,2017,2,D,R,8,MATHEMATICS,BA,35.9299181641397
IL,2017,2,D,R,8,MATHEMATICS,PR,22.6464057501477
IL,2017,2,D,R,8,MATHEMATICS,AD,9.81699076843375
IL,2017,2,D,R,8,READING,BB,23.0348039956115
IL,2017,2,D,R,8,READING,BA,40.8825975556866
IL,2017,2,D,R,8,READING,PR,32.0954395109994
IL,2017,2,D,R,8,READING,AD,3.98715893770254
IL,2019,4,D,D,4,MATHEMATICS,BB,22.722401833664
IL,2019,4,D,D,4,MATHEMATICS,BA,38.7789764638053
IL,2019,4,D,D,4,MATHEMATICS,PR,30.4626992067507
IL,2019,4,D,D,4,MATHEMATICS,AD,8.03592249578002
IL,2019,4,D,D,4,READING,BB,35.5873819004103
IL,2019,4,D,D,4,READING,BA,30.0409589673478
IL,2019,4,D,D,4,READING,PR,25.859722840629
IL,2019,4,D,D,4,READING,AD,8.51193629161284
IL,2019,4,D,D,8,MATHEMATICS,BB,30.5363952030976
IL,2019,4,D,D,8,MATHEMATICS,BA,35.6229126997223
IL,2019,4,D,D,8,MATHEMATICS,PR,23.6821435128439
IL,2019,4,D,D,8,MATHEMATICS,AD,10.1585485843363
IL,2019,4,D,D,8,READING,BB,26.3324825308974
IL,2019,4,D,D,8,READING,BA,38.2221725818549
IL,2019,4,D,D,8,READING,PR,30.7968705267734
IL,2019,4,D,D,8,READING,AD,4.64847436047427
IA,2011,1,D,R,4,MATHEMATICS,BB,14.3214331521793
IA,2011,1,D,R,4,MATHEMATICS,BA,42.5726245173732
IA,2011,1,D,R,4,MATHEMATICS,PR,37.3724256941578
IA,2011,1,D,R,4,MATHEMATICS,AD,5.73351663628965
IA,2011,1,D,R,4,READING,BB,31.293430938613
IA,2011,1,D,R,4,READING,BA,35.4992300579477
IA,2011,1,D,R,4,READING,PR,26.8308311365349
IA,2011,1,D,R,4,READING,AD,6.37650786690442
IA,2011,1,D,R,8,MATHEMATICS,BB,23.4563146817908
IA,2011,1,D,R,8,MATHEMATICS,BA,42.927688135872
IA,2011,1,D,R,8,MATHEMATICS,PR,26.0037855483191
IA,2011,1,D,R,8,MATHEMATICS,AD,7.6122116340181
IA,2011,1,D,R,8,READING,BB,23.2027973900643
IA,2011,1,D,R,8,READING,BA,44.1226302818064
IA,2011,1,D,R,8,READING,PR,30.6812946473242
IA,2011,1,D,R,8,READING,AD,1.99327768080507
IA,2013,3,D,R,4,MATHEMATICS,BB,13.4220521373565
IA,2013,3,D,R,4,MATHEMATICS,BA,38.8882435805612
IA,2013,3,D,R,4,MATHEMATICS,PR,38.2770311185768
IA,2013,3,D,R,4,MATHEMATICS,AD,9.41267316350548
IA,2013,3,D,R,4,READING,BB,28.2732920721954
IA,2013,3,D,R,4,READING,BA,33.7302979619814
IA,2013,3,D,R,4,READING,PR,29.1029443689668
IA,2013,3,D,R,4,READING,AD,8.89346559685639
IA,2013,3,D,R,8,MATHEMATICS,BB,24.1796996125721
IA,2013,3,D,R,8,MATHEMATICS,BA,40.0333006894252
IA,2013,3,D,R,8,MATHEMATICS,PR,28.5823871130473
IA,2013,3,D,R,8,MATHEMATICS,AD,7.2046125849554
IA,2013,3,D,R,8,READING,BB,18.8088588013483
IA,2013,3,D,R,8,READING,BA,44.487374607147
IA,2013,3,D,R,8,READING,PR,33.7022760828313
IA,2013,3,D,R,8,READING,AD,3.00149050867332
IA,2015,0,D,R,4,MATHEMATICS,BB,15.8847333077426
IA,2015,0,D,R,4,MATHEMATICS,BA,39.8152255251911
IA,2015,0,D,R,4,MATHEMATICS,PR,35.5954155275144
IA,2015,0,D,R,4,MATHEMATICS,AD,8.70462563955181
IA,2015,0,D,R,4,READING,BB,28.768224089454
IA,2015,0,D,R,4,READING,BA,33.549359530577
IA,2015,0,D,R,4,READING,PR,28.8101014931126
IA,2015,0,D,R,4,READING,AD,8.87231488685648
IA,2015,0,D,R,8,MATHEMATICS,BB,23.8122262086217
IA,2015,0,D,R,8,MATHEMATICS,BA,38.873225456658
IA,2015,0,D,R,8,MATHEMATICS,PR,28.0213803849296
IA,2015,0,D,R,8,MATHEMATICS,AD,9.29316794979068
IA,2015,0,D,R,8,READING,BB,19.1828691729617
IA,2015,0,D,R,8,READING,BA,45.196034883335
IA,2015,0,D,R,8,READING,PR,32.7697508142899
IA,2015,0,D,R,8,READING,AD,2.8513451294134
IA,2017,2,R,R,4,MATHEMATICS,BB,17.2441707049225
IA,2017,2,R,R,4,MATHEMATICS,BA,37.0264475783455
IA,2017,2,R,R,4,MATHEMATICS,PR,36.4457901415379
IA,2017,2,R,R,4,MATHEMATICS,AD,9.2835915751941
IA,2017,2,R,R,4,READING,BB,31.246752678308
IA,2017,2,R,R,4,READING,BA,32.3048648840298
IA,2017,2,R,R,4,READING,PR,28.8722951767412
IA,2017,2,R,R,4,READING,AD,7.57608726092098
IA,2017,2,R,R,8,MATHEMATICS,BB,24.3370552968064
IA,2017,2,R,R,8,MATHEMATICS,BA,38.6084118294942
IA,2017,2,R,R,8,MATHEMATICS,PR,27.3802942731932
IA,2017,2,R,R,8,MATHEMATICS,AD,9.67423860050624
IA,2017,2,R,R,8,READING,BB,20.4226185481615
IA,2017,2,R,R,8,READING,BA,42.7665781263034
IA,2017,2,R,R,8,READING,PR,33.4768915511149
IA,2017,2,R,R,8,READING,AD,3.33391177442024
IA,2019,4,R,R,4,MATHEMATICS,BB,19.0740810409927
IA,2019,4,R,R,4,MATHEMATICS,BA,38.9288436367458
IA,2019,4,R,R,4,MATHEMATICS,PR,33.6947816990564
IA,2019,4,R,R,4,MATHEMATICS,AD,8.30229362320513
IA,2019,4,R,R,4,READING,BB,32.3479808878863
IA,2019,4,R,R,4,READING,BA,32.5570342651658
IA,2019,4,R,R,4,READING,PR,27.0633836315678
IA,2019,4,R,R,4,READING,AD,8.03160121538012
IA,2019,4,R,R,8,MATHEMATICS,BB,28.4005665158832
IA,2019,4,R,R,8,MATHEMATICS,BA,39.0522559556157
IA,2019,4,R,R,8,MATHEMATICS,PR,25.4149245059666
IA,2019,4,R,R,8,MATHEMATICS,AD,7.13225302253454
IA,2019,4,R,R,8,READING,BB,26.9229875252836
IA,2019,4,R,R,8,READING,BA,40.5053341639526
IA,2019,4,R,R,8,READING,PR,29.8646134178635
IA,2019,4,R,R,8,READING,AD,2.70706489290026
KS,2011,1,R,R,4,MATHEMATICS,BB,10.1244353886003
KS,2011,1,R,R,4,MATHEMATICS,BA,42.2130358951675
KS,2011,1,R,R,4,MATHEMATICS,PR,40.8629549896647
KS,2011,1,R,R,4,MATHEMATICS,AD,6.79957372656745
KS,2011,1,R,R,4,READING,BB,29.3871411495893
KS,2011,1,R,R,4,READING,BA,34.5027243284165
KS,2011,1,R,R,4,READING,PR,27.8151856686924
KS,2011,1,R,R,4,READING,AD,8.29494885330181
KS,2011,1,R,R,8,MATHEMATICS,BB,19.9581289388936
KS,2011,1,R,R,8,MATHEMATICS,BA,39.2561403290343
KS,2011,1,R,R,8,MATHEMATICS,PR,32.3289600499053
KS,2011,1,R,R,8,MATHEMATICS,AD,8.45677068216675
KS,2011,1,R,R,8,READING,BB,21.2238161489632
KS,2011,1,R,R,8,READING,BA,43.2957286141721
KS,2011,1,R,R,8,READING,PR,32.7278805309291
KS,2011,1,R,R,8,READING,AD,2.75257470593559
KS,2013,3,R,R,4,MATHEMATICS,BB,11.0022377905774
