state,year,pres,gov,grade,subject,ald,value
IN,2013,R,R,4,MATHEMATICS,PR,41.7313011992295
IN,2013,R,R,4,MATHEMATICS,AD,10.0853528340135
IN,2013,R,R,4,READING,BB,26.5872331991496
IN,2013,R,R,4,READING,BA,35.5872528256327
IN,2013,R,R,4,READING,PR,29.624170666931
IN,2013,R,R,4,READING,AD,8.20134330828666
IN,2013,R,R,8,MATHEMATICS,BB,22.5998375268491
IN,2013,R,R,8,MATHEMATICS,BA,39.3010919833001
IN,2013,R,R,8,MATHEMATICS,PR,28.2241963618122
IN,2013,R,R,8,MATHEMATICS,AD,9.87487412803861
IN,2013,R,R,8,READING,BB,20.7545927384559
IN,2013,R,R,8,READING,BA,44.5499513737989
IN,2013,R,R,8,READING,PR,31.9249492559726
IN,2013,R,R,8,READING,AD,2.77050663177259
IN,2015,R,R,4,MATHEMATICS,BB,10.7308131138798
IN,2015,R,R,4,MATHEMATICS,BA,39.5207973533857
IN,2015,R,R,4,MATHEMATICS,PR,40.3727363609741
IN,2015,R,R,4,MATHEMATICS,AD,9.3756531717604
IN,2015,R,R,4,READING,BB,25.1810177751946
IN,2015,R,R,4,READING,BA,34.9213966633908
IN,2015,R,R,4,READING,PR,30.8700472019614
IN,2015,R,R,4,READING,AD,9.02753835945313
IN,2015,R,R,4,SCIENCE,BB,16.8928768306454
IN,2015,R,R,4,SCIENCE,BA,41.5009921398939
IN,2015,R,R,4,SCIENCE,PR,40.9354600951232
IN,2015,R,R,4,SCIENCE,AD,0.670670934337492
IN,2015,R,R,8,MATHEMATICS,BB,22.7794840930956
IN,2015,R,R,8,MATHEMATICS,BA,38.5438480511721
IN,2015,R,R,8,MATHEMATICS,PR,29.5162214209827
IN,2015,R,R,8,MATHEMATICS,AD,9.1604464347496
IN,2015,R,R,8,READING,BB,20.4708034463907
IN,2015,R,R,8,READING,BA,42.4593995756957
IN,2015,R,R,8,READING,PR,33.353712450444
IN,2015,R,R,8,READING,AD,3.71608452746959
IN,2015,R,R,8,SCIENCE,BB,30.3594551914987
IN,2015,R,R,8,SCIENCE,BA,34.0483678734347
IN,2015,R,R,8,SCIENCE,PR,33.5159869185394
IN,2015,R,R,8,SCIENCE,AD,2.07619001652719
IN,2017,R,R,4,MATHEMATICS,BB,14.4039007265307
IN,2017,R,R,4,MATHEMATICS,BA,37.5869603730483
IN,2017,R,R,4,MATHEMATICS,PR,35.870182960799
IN,2017,R,R,4,MATHEMATICS,AD,12.1389559396221
IN,2017,R,R,4,READING,BB,27.3737693442555
IN,2017,R,R,4,READING,BA,31.9732054321421
IN,2017,R,R,4,READING,PR,30.3741823865899
IN,2017,R,R,4,READING,AD,10.2788428370124
IN,2017,R,R,8,MATHEMATICS,BB,25.3451688440798
IN,2017,R,R,8,MATHEMATICS,BA,36.8668420781258
IN,2017,R,R,8,MATHEMATICS,PR,26.191245515894
IN,2017,R,R,8,MATHEMATICS,AD,11.5967435619004
IN,2017,R,R,8,READING,BB,17.6270712369033
IN,2017,R,R,8,READING,BA,41.2562706297848
IN,2017,R,R,8,READING,PR,36.4283048100161
IN,2017,R,R,8,READING,AD,4.68835332329574
IN,2019,R,R,4,MATHEMATICS,BB,15.8881504751958
IN,2019,R,R,4,MATHEMATICS,BA,37.04341390197
IN,2019,R,R,4,MATHEMATICS,PR,36.0603105309205
IN,2019,R,R,4,MATHEMATICS,AD,11.0081250919137
IN,2019,R,R,4,READING,BB,32.6652271774135
IN,2019,R,R,4,READING,BA,30.3756895458825
IN,2019,R,R,4,READING,PR,27.2418212314096
IN,2019,R,R,4,READING,AD,9.71726204529438
IN,2019,R,R,8,MATHEMATICS,BB,26.6168911953417
IN,2019,R,R,8,MATHEMATICS,BA,35.9853991333812
IN,2019,R,R,8,MATHEMATICS,PR,27.0127481020065
IN,2019,R,R,8,MATHEMATICS,AD,10.3849615692706
IN,2019,R,R,8,READING,BB,24.9905345257914
IN,2019,R,R,8,READING,BA,38.0138136951136
IN,2019,R,R,8,READING,PR,32.7367666317694
IN,2019,R,R,8,READING,AD,4.25888514732558
IN,1994,R,D,4,READING,BB,34.2976973921024
IN,1994,R,D,4,READING,BA,32.9794795601163
IN,1994,R,D,4,READING,PR,25.4955002979217
IN,1994,R,D,4,READING,AD,7.22732274985955
IN,2002,R,D,4,READING,BB,32.4946750419025
IN,2002,R,D,4,READING,BA,34.2600243391158
IN,2002,R,D,4,READING,PR,26.0792743478763
IN,2002,R,D,4,READING,AD,7.16602627110543
IN,2002,R,D,8,READING,BB,22.8026565123582
IN,2002,R,D,8,READING,BA,45.2452808347311
IN,2002,R,D,8,READING,PR,29.7247370381969
IN,2002,R,D,8,READING,AD,2.22732561471382
IN,1990,R,D,8,MATHEMATICS,BB,43.646142942109
IN,1990,R,D,8,MATHEMATICS,BA,39.7762384113256
IN,1990,R,D,8,MATHEMATICS,PR,14.0679163962891
IN,1990,R,D,8,MATHEMATICS,AD,2.5097022502763
IA,1992,D,R,4,MATHEMATICS,BB,27.6303880535964
IA,1992,D,R,4,MATHEMATICS,BA,46.3434196510863
IA,1992,D,R,4,MATHEMATICS,PR,23.7289649416032
IA,1992,D,R,4,MATHEMATICS,AD,2.29722735371419
IA,1992,D,R,4,READING,BB,26.7601779378528
IA,1992,D,R,4,READING,BA,37.2941648858128
IA,1992,D,R,4,READING,PR,28.9860879339153
IA,1992,D,R,4,READING,AD,6.95956924241916
IA,1992,D,R,8,MATHEMATICS,BB,23.559240197094
IA,1992,D,R,8,MATHEMATICS,BA,45.2054196699876
IA,1992,D,R,8,MATHEMATICS,PR,27.3256539557991
IA,1992,D,R,8,MATHEMATICS,AD,3.90968617711921
IA,1996,D,R,4,MATHEMATICS,BB,26.1715905276639
IA,1996,D,R,4,MATHEMATICS,BA,51.6928677619148
IA,1996,D,R,4,MATHEMATICS,PR,20.8003077549675
IA,1996,D,R,4,MATHEMATICS,AD,1.33523395545372
IA,1996,D,R,8,MATHEMATICS,BB,22.4122018571405
IA,1996,D,R,8,MATHEMATICS,BA,46.0920985532358
IA,1996,D,R,8,MATHEMATICS,PR,27.581152100195
IA,1996,D,R,8,MATHEMATICS,AD,3.91454748942879
IA,2000,D,D,4,MATHEMATICS,BB,24.6832471699136
IA,2000,D,D,4,MATHEMATICS,BA,49.2274610968339
IA,2000,D,D,4,MATHEMATICS,PR,24.4140612225547
IA,2000,D,D,4,MATHEMATICS,AD,1.67523051069777
IA,2003,D,D,4,MATHEMATICS,BB,16.8434286862305
IA,2003,D,D,4,MATHEMATICS,BA,47.6243220361707
IA,2003,D,D,4,MATHEMATICS,PR,32.221343626799
IA,2003,D,D,4,MATHEMATICS,AD,3.31090565079975
IA,2003,D,D,4,READING,BB,29.7726022104401
IA,2003,D,D,4,READING,BA,35.510114777458
IA,2003,D,D,4,READING,PR,27.6032760031448
IA,2003,D,D,4,READING,AD,7.11400700895708
IA,2003,D,D,8,MATHEMATICS,BB,23.5723990553511
IA,2003,D,D,8,MATHEMATICS,BA,43.0384879611839
IA,2003,D,D,8,MATHEMATICS,PR,27.9017011458168
IA,2003,D,D,8,MATHEMATICS,AD,5.48741183764818
IA,2003,D,D,8,READING,BB,20.5335440968508
IA,2003,D,D,8,READING,BA,43.9007713816167
IA,2003,D,D,8,READING,PR,32.9123903842824
IA,2003,D,D,8,READING,AD,2.65329413725011
IA,2005,R,D,4,MATHEMATICS,BB,15.255043805618
IA,2005,R,D,4,MATHEMATICS,BA,47.4481400172447
IA,2005,R,D,4,MATHEMATICS,PR,33.1752690255345
IA,2005,R,D,4,MATHEMATICS,AD,4.12154715160274
IA,2005,R,D,4,READING,BB,32.5341663654158
IA,2005,R,D,4,READING,BA,34.4170704739969
IA,2005,R,D,4,READING,PR,25.9934652674197
IA,2005,R,D,4,READING,AD,7.05529789316763
IA,2005,R,D,8,MATHEMATICS,BB,24.5218791704454
IA,2005,R,D,8,MATHEMATICS,BA,41.8143985278305
IA,2005,R,D,8,MATHEMATICS,PR,27.9798326414118
IA,2005,R,D,8,MATHEMATICS,AD,5.68388966031226
IA,2005,R,D,8,READING,BB,20.7945428867951
IA,2005,R,D,8,READING,BA,45.3598121847338
IA,2005,R,D,8,READING,PR,31.2166101395745
IA,2005,R,D,8,READING,AD,2.6290347888966
IA,2007,R,D,4,MATHEMATICS,BB,13.4293457087059
IA,2007,R,D,4,MATHEMATICS,BA,43.5365709238704
IA,2007,R,D,4,MATHEMATICS,PR,37.687447621848
IA,2007,R,D,4,MATHEMATICS,AD,5.34663574557575
IA,2007,R,D,4,READING,BB,26.2751266034407
IA,2007,R,D,4,READING,BA,37.6308400277872
IA,2007,R,D,4,READING,PR,28.751293492267
IA,2007,R,D,4,READING,AD,7.34273987650503
IA,2007,R,D,8,MATHEMATICS,BB,22.7665755530223
IA,2007,R,D,8,MATHEMATICS,BA,42.0373359867421
IA,2007,R,D,8,MATHEMATICS,PR,28.1276004120675
IA,2007,R,D,8,MATHEMATICS,AD,7.06848804816821
IA,2007,R,D,8,READING,BB,20.1783566461493
IA,2007,R,D,8,READING,BA,44.1016354347333
IA,2007,R,D,8,READING,PR,33.2338884203394
IA,2007,R,D,8,READING,AD,2.48611949877799
IA,2009,D,D,4,MATHEMATICS,BB,13.1275032088794
IA,2009,D,D,4,MATHEMATICS,BA,45.4807052919422
IA,2009,D,D,4,MATHEMATICS,PR,36.1474911283081
IA,2009,D,D,4,MATHEMATICS,AD,5.24430037087025
IA,2009,D,D,4,READING,BB,31.2663651619695
IA,2009,D,D,4,READING,BA,34.5638024743909
IA,2009,D,D,4,READING,PR,27.0923697844538
IA,2009,D,D,4,READING,AD,7.07746257918576
IA,2009,D,D,4,SCIENCE,BB,19.5299867020311
IA,2009,D,D,4,SCIENCE,BA,39.414968881878
IA,2009,D,D,4,SCIENCE,PR,40.3730705492105
IA,2009,D,D,4,SCIENCE,AD,0.68197386688037
IA,2009,D,D,8,MATHEMATICS,BB,23.7854811674309
IA,2009,D,D,8,MATHEMATICS,BA,42.3166282543008
IA,2009,D,D,8,MATHEMATICS,PR,27.3659332791936
IA,2009,D,D,8,MATHEMATICS,AD,6.53195729907466
IA,2009,D,D,8,READING,BB,22.6516487844482
IA,2009,D,D,8,READING,BA,45.1246030881148
IA,2009,D,D,8,READING,PR,30.338069582404
IA,2009,D,D,8,READING,AD,1.88567854503304
IA,2009,D,D,8,SCIENCE,BB,28.0470268262866
IA,2009,D,D,8,SCIENCE,BA,37.1337480450803
IA,2009,D,D,8,SCIENCE,PR,33.6700184503525
IA,2009,D,D,8,SCIENCE,AD,1.14920667828054
IA,2011,D,R,4,MATHEMATICS,BB,14.3214331521793
IA,2011,D,R,4,MATHEMATICS,BA,42.5726245173732
IA,2011,D,R,4,MATHEMATICS,PR,37.3724256941578
IA,2011,D,R,4,MATHEMATICS,AD,5.73351663628965
IA,2011,D,R,4,READING,BB,31.293430938613
IA,2011,D,R,4,READING,BA,35.4992300579477
IA,2011,D,R,4,READING,PR,26.8308311365349
IA,2011,D,R,4,READING,AD,6.37650786690442
IA,2011,D,R,8,MATHEMATICS,BB,23.4563146817908
IA,2011,D,R,8,MATHEMATICS,BA,42.927688135872
IA,2011,D,R,8,MATHEMATICS,PR,26.0037855483191
IA,2011,D,R,8,MATHEMATICS,AD,7.6122116340181
IA,2011,D,R,8,READING,BB,23.2027973900643
IA,2011,D,R,8,READING,BA,44.1226302818064
IA,2011,D,R,8,READING,PR,30.6812946473242
IA,2011,D,R,8,READING,AD,1.99327768080507
IA,2011,D,R,8,SCIENCE,BB,26.6629663517077
IA,2011,D,R,8,SCIENCE,BA,37.8988660644339
IA,2011,D,R,8,SCIENCE,PR,34.4388793469949
IA,2011,D,R,8,SCIENCE,AD,0.999288236863576
IA,2013,D,R,4,MATHEMATICS,BB,13.4220521373565
IA,2013,D,R,4,MATHEMATICS,BA,38.8882435805612
IA,2013,D,R,4,MATHEMATICS,PR,38.2770311185768
IA,2013,D,R,4,MATHEMATICS,AD,9.41267316350548
IA,2013,D,R,4,READING,BB,28.2732920721954
IA,2013,D,R,4,READING,BA,33.7302979619814
IA,2013,D,R,4,READING,PR,29.1029443689668
IA,2013,D,R,4,READING,AD,8.89346559685639
IA,2013,D,R,8,MATHEMATICS,BB,24.1796996125721
IA,2013,D,R,8,MATHEMATICS,BA,40.0333006894252
IA,2013,D,R,8,MATHEMATICS,PR,28.5823871130473
IA,2013,D,R,8,MATHEMATICS,AD,7.2046125849554
IA,2013,D,R,8,READING,BB,18.8088588013483
IA,2013,D,R,8,READING,BA,44.487374607147
IA,2013,D,R,8,READING,PR,33.7022760828313
IA,2013,D,R,8,READING,AD,3.00149050867332
IA,2015,D,R,4,MATHEMATICS,BB,15.8847333077426
IA,2015,D,R,4,MATHEMATICS,BA,39.8152255251911
IA,2015,D,R,4,MATHEMATICS,PR,35.5954155275144
IA,2015,D,R,4,MATHEMATICS,AD,8.70462563955181
IA,2015,D,R,4,READING,BB,28.768224089454
IA,2015,D,R,4,READING,BA,33.549359530577
IA,2015,D,R,4,READING,PR,28.8101014931126
IA,2015,D,R,4,READING,AD,8.87231488685648
IA,2015,D,R,4,SCIENCE,BB,17.2399302365742
IA,2015,D,R,4,SCIENCE,BA,41.0682606313561
IA,2015,D,R,4,SCIENCE,PR,40.9913189586327
IA,2015,D,R,4,SCIENCE,AD,0.700490173436948
IA,2015,D,R,8,MATHEMATICS,BB,23.8122262086217
IA,2015,D,R,8,MATHEMATICS,BA,38.873225456658
IA,2015,D,R,8,MATHEMATICS,PR,28.0213803849296
IA,2015,D,R,8,MATHEMATICS,AD,9.29316794979068
IA,2015,D,R,8,READING,BB,19.1828691729617
IA,2015,D,R,8,READING,BA,45.196034883335
IA,2015,D,R,8,READING,PR,32.7697508142899
IA,2015,D,R,8,READING,AD,2.8513451294134
IA,2015,D,R,8,SCIENCE,BB,24.7145138765365
IA,2015,D,R,8,SCIENCE,BA,36.9204280978067
IA,2015,D,R,8,SCIENCE,PR,37.1934291995999
IA,2015,D,R,8,SCIENCE,AD,1.17162882605692
IA,2017,R,R,4,MATHEMATICS,BB,17.2441707049225
IA,2017,R,R,4,MATHEMATICS,BA,37.0264475783455
IA,2017,R,R,4,MATHEMATICS,PR,36.4457901415379
IA,2017,R,R,4,MATHEMATICS,AD,9.2835915751941
IA,2017,R,R,4,READING,BB,31.246752678308
IA,2017,R,R,4,READING,BA,32.3048648840298
IA,2017,R,R,4,READING,PR,28.8722951767412
IA,2017,R,R,4,READING,AD,7.57608726092098
IA,2017,R,R,8,MATHEMATICS,BB,24.3370552968064
IA,2017,R,R,8,MATHEMATICS,BA,38.6084118294942
IA,2017,R,R,8,MATHEMATICS,PR,27.3802942731932
IA,2017,R,R,8,MATHEMATICS,AD,9.67423860050624
IA,2017,R,R,8,READING,BB,20.4226185481615
IA,2017,R,R,8,READING,BA,42.7665781263034
IA,2017,R,R,8,READING,PR,33.4768915511149
IA,2017,R,R,8,READING,AD,3.33391177442024
IA,2019,R,R,4,MATHEMATICS,BB,19.0740810409927
IA,2019,R,R,4,MATHEMATICS,BA,38.9288436367458
IA,2019,R,R,4,MATHEMATICS,PR,33.6947816990564
IA,2019,R,R,4,MATHEMATICS,AD,8.30229362320513
IA,2019,R,R,4,READING,BB,32.3479808878863
IA,2019,R,R,4,READING,BA,32.5570342651658
IA,2019,R,R,4,READING,PR,27.0633836315678
IA,2019,R,R,4,READING,AD,8.03160121538012
IA,2019,R,R,8,MATHEMATICS,BB,28.4005665158832
IA,2019,R,R,8,MATHEMATICS,BA,39.0522559556157
IA,2019,R,R,8,MATHEMATICS,PR,25.4149245059666
IA,2019,R,R,8,MATHEMATICS,AD,7.13225302253454
IA,2019,R,R,8,READING,BB,26.9229875252836
IA,2019,R,R,8,READING,BA,40.5053341639526
IA,2019,R,R,8,READING,PR,29.8646134178635
IA,2019,R,R,8,READING,AD,2.70706489290026
IA,1994,D,R,4,READING,BB,30.935819685964
IA,1994,D,R,4,READING,BA,34.3646118879296
IA,1994,D,R,4,READING,PR,26.6144195472899
IA,1994,D,R,4,READING,AD,8.08514887881649
IA,1998,D,R,4,READING,BB,32.6442025412659
IA,1998,D,R,4,READING,BA,34.2380345985853
IA,1998,D,R,4,READING,PR,26.2991667413502
IA,1998,D,R,4,READING,AD,6.81859611879857
IA,2002,D,D,4,READING,BB,30.7057012672217
IA,2002,D,D,4,READING,BA,34.3611792193238
IA,2002,D,D,4,READING,PR,27.5586552302073
IA,2002,D,D,4,READING,AD,7.37446428324722
IA,1990,D,R,8,MATHEMATICS,BB,29.9674253972341
IA,1990,D,R,8,MATHEMATICS,BA,44.9130114731065
IA,1990,D,R,8,MATHEMATICS,PR,21.8603608961441
IA,1990,D,R,8,MATHEMATICS,AD,3.25920223351532
KS,2000,R,R,4,MATHEMATICS,BB,24.2077342253352
KS,2000,R,R,4,MATHEMATICS,BA,46.9554474511895
KS,2000,R,R,4,MATHEMATICS,PR,26.4002843207473
KS,2000,R,R,4,MATHEMATICS,AD,2.43653400272803
KS,2000,R,R,8,MATHEMATICS,BB,23.7432073688561
KS,2000,R,R,8,MATHEMATICS,BA,42.6812564398647
KS,2000,R,R,8,MATHEMATICS,PR,29.0596966193449
KS,2000,R,R,8,MATHEMATICS,AD,4.51583957193434
KS,2003,R,D,4,MATHEMATICS,BB,15.1371020144203
KS,2003,R,D,4,MATHEMATICS,BA,43.6023357398034
KS,2003,R,D,4,MATHEMATICS,PR,35.543923902207
KS,2003,R,D,4,MATHEMATICS,AD,5.71663834356934
KS,2003,R,D,4,READING,BB,33.9709859317367
KS,2003,R,D,4,READING,BA,33.5004130640079
KS,2003,R,D,4,READING,PR,25.1106452987375
KS,2003,R,D,4,READING,AD,7.41795570551797
KS,2003,R,D,8,MATHEMATICS,BB,24.4038441104834
KS,2003,R,D,8,MATHEMATICS,BA,41.6249372658439
KS,2003,R,D,8,MATHEMATICS,PR,27.5234406511186
KS,2003,R,D,8,MATHEMATICS,AD,6.44777797255405
KS,2003,R,D,8,READING,BB,23.1681442993833
KS,2003,R,D,8,READING,BA,41.8501972193745
KS,2003,R,D,8,READING,PR,31.6502171662665
KS,2003,R,D,8,READING,AD,3.33144131497564
KS,2005,R,D,4,MATHEMATICS,BB,11.9006129973419
KS,2005,R,D,4,MATHEMATICS,BA,41.255446845084
KS,2005,R,D,4,MATHEMATICS,PR,38.879531533471
KS,2005,R,D,4,MATHEMATICS,AD,7.96440862410308
KS,2005,R,D,4,READING,BB,33.7079801564987
KS,2005,R,D,4,READING,BA,33.7953560895578
KS,2005,R,D,4,READING,PR,24.8009877889076
KS,2005,R,D,4,READING,AD,7.69567596503594
KS,2005,R,D,8,MATHEMATICS,BB,23.3398897679692
KS,2005,R,D,8,MATHEMATICS,BA,42.4951724081329
KS,2005,R,D,8,MATHEMATICS,PR,28.9940216161018
KS,2005,R,D,8,MATHEMATICS,AD,5.17091620779614
KS,2005,R,D,8,READING,BB,22.4461992777308
KS,2005,R,D,8,READING,BA,42.7728986788672
KS,2005,R,D,8,READING,PR,31.4060831615836
KS,2005,R,D,8,READING,AD,3.37481888181836
KS,2007,R,D,4,MATHEMATICS,BB,10.6157513169949
KS,2007,R,D,4,MATHEMATICS,BA,38.2859309901657
KS,2007,R,D,4,MATHEMATICS,PR,42.4112939845779
KS,2007,R,D,4,MATHEMATICS,AD,8.68702370826137
KS,2007,R,D,4,READING,BB,28.1851900342674
KS,2007,R,D,4,READING,BA,35.7182890512384
KS,2007,R,D,4,READING,PR,28.3329916793211
KS,2007,R,D,4,READING,AD,7.76352923517309
KS,2007,R,D,8,MATHEMATICS,BB,18.6401606462601
KS,2007,R,D,8,MATHEMATICS,BA,41.1741063266383
KS,2007,R,D,8,MATHEMATICS,PR,31.6386113797906
KS,2007,R,D,8,MATHEMATICS,AD,8.54712164731109
KS,2007,R,D,8,READING,BB,19.4268469881104
KS,2007,R,D,8,READING,BA,45.3768068402951
KS,2007,R,D,8,READING,PR,33.3860678647873
KS,2007,R,D,8,READING,AD,1.81027830680717
KS,2009,R,D,4,MATHEMATICS,BB,11.1002945389038
KS,2009,R,D,4,MATHEMATICS,BA,42.6253567415602
KS,2009,R,D,4,MATHEMATICS,PR,39.986367862519
KS,2009,R,D,4,MATHEMATICS,AD,6.28798085701703
KS,2009,R,D,4,READING,BB,27.9083854950839
KS,2009,R,D,4,READING,BA,37.0096736302527
KS,2009,R,D,4,READING,PR,28.1386341767844
KS,2009,R,D,4,READING,AD,6.94330669787897
KS,2009,R,D,8,MATHEMATICS,BB,20.9854184807203
KS,2009,R,D,8,MATHEMATICS,BA,39.5170994634952
KS,2009,R,D,8,MATHEMATICS,PR,31.0566135622695
KS,2009,R,D,8,MATHEMATICS,AD,8.44086849351501
KS,2009,R,D,8,READING,BB,20.3914076088775
KS,2009,R,D,8,READING,BA,46.5594585078335
KS,2009,R,D,8,READING,PR,31.0173561135512
KS,2009,R,D,8,READING,AD,2.03177776973788
KS,2011,R,R,4,MATHEMATICS,BB,10.1244353886003
KS,2011,R,R,4,MATHEMATICS,BA,42.2130358951675
KS,2011,R,R,4,MATHEMATICS,PR,40.8629549896647
KS,2011,R,R,4,MATHEMATICS,AD,6.79957372656745
KS,2011,R,R,4,READING,BB,29.3871411495893
KS,2011,R,R,4,READING,BA,34.5027243284165
KS,2011,R,R,4,READING,PR,27.8151856686924
KS,2011,R,R,4,READING,AD,8.29494885330181
KS,2011,R,R,8,MATHEMATICS,BB,19.9581289388936
KS,2011,R,R,8,MATHEMATICS,BA,39.2561403290343
KS,2011,R,R,8,MATHEMATICS,PR,32.3289600499053
KS,2011,R,R,8,MATHEMATICS,AD,8.45677068216675
KS,2011,R,R,8,READING,BB,21.2238161489632
KS,2011,R,R,8,READING,BA,43.2957286141721
KS,2011,R,R,8,READING,PR,32.7278805309291
KS,2011,R,R,8,READING,AD,2.75257470593559
KS,2011,R,R,8,SCIENCE,BB,29.243940297189
KS,2011,R,R,8,SCIENCE,BA,35.3494661175595
KS,2011,R,R,8,SCIENCE,PR,34.2641875815567
KS,2011,R,R,8,SCIENCE,AD,1.14240600369486
KS,2013,R,R,4,MATHEMATICS,BB,11.0022377905774
KS,2013,R,R,4,MATHEMATICS,BA,41.4343295526928
KS,2013,R,R,4,MATHEMATICS,PR,39.8690434641444
KS,2013,R,R,4,MATHEMATICS,AD,7.69438919258536
KS,2013,R,R,4,READING,BB,28.6857756728025
KS,2013,R,R,4,READING,BA,33.7374309455048
KS,2013,R,R,4,READING,PR,29.5489304402229
KS,2013,R,R,4,READING,AD,8.02786294146972
KS,2013,R,R,8,MATHEMATICS,BB,20.7646006322024
KS,2013,R,R,8,MATHEMATICS,BA,38.7530211597062
KS,2013,R,R,8,MATHEMATICS,PR,30.5743461446352
KS,2013,R,R,8,MATHEMATICS,AD,9.90803206345616
KS,2013,R,R,8,READING,BB,21.7595159476156
KS,2013,R,R,8,READING,BA,42.3965942573696
KS,2013,R,R,8,READING,PR,32.9246055401472
KS,2013,R,R,8,READING,AD,2.9192842548677
KS,2015,R,R,4,MATHEMATICS,BB,17.1218884089172
KS,2015,R,R,4,MATHEMATICS,BA,41.5548631718805
KS,2015,R,R,4,MATHEMATICS,PR,34.1951151538903
KS,2015,R,R,4,MATHEMATICS,AD,7.12813326531188
KS,2015,R,R,4,READING,BB,32.4997707429778
KS,2015,R,R,4,READING,BA,32.3019911210597
KS,2015,R,R,4,READING,PR,26.4361737425358
KS,2015,R,R,4,READING,AD,8.76206439342667
KS,2015,R,R,4,SCIENCE,BB,22.862631536368
KS,2015,R,R,4,SCIENCE,BA,40.2094246440492
KS,2015,R,R,4,SCIENCE,PR,36.1463366237001
KS,2015,R,R,4,SCIENCE,AD,0.781607195882721
KS,2015,R,R,8,MATHEMATICS,BB,24.4512348158952
KS,2015,R,R,8,MATHEMATICS,BA,42.3540651434791
KS,2015,R,R,8,MATHEMATICS,PR,26.8350012685616
KS,2015,R,R,8,MATHEMATICS,AD,6.35969877206406
KS,2015,R,R,8,READING,BB,21.4341863117731
KS,2015,R,R,8,READING,BA,43.755409179964
KS,2015,R,R,8,READING,PR,31.8456942741864
KS,2015,R,R,8,READING,AD,2.96471023407647
KS,2015,R,R,8,SCIENCE,BB,29.0203902708492
KS,2015,R,R,8,SCIENCE,BA,36.8457962153416
KS,2015,R,R,8,SCIENCE,PR,33.0029634747374
KS,2015,R,R,8,SCIENCE,AD,1.13085003907177
KS,2017,R,R,4,MATHEMATICS,BB,17.7575167486496
KS,2017,R,R,4,MATHEMATICS,BA,40.4236204461767
KS,2017,R,R,4,MATHEMATICS,PR,34.5378573416278
KS,2017,R,R,4,MATHEMATICS,AD,7.28100546354597
KS,2017,R,R,4,READING,BB,29.8102218088931
KS,2017,R,R,4,READING,BA,32.9397594361864
KS,2017,R,R,4,READING,PR,29.1247845199564
KS,2017,R,R,4,READING,AD,8.12523423496407
KS,2017,R,R,8,MATHEMATICS,BB,26.1839879970515
KS,2017,R,R,8,MATHEMATICS,BA,38.4439568341445
KS,2017,R,R,8,MATHEMATICS,PR,25.7999983829973
KS,2017,R,R,8,MATHEMATICS,AD,9.5720567858068
KS,2017,R,R,8,READING,BB,22.3328316296268
KS,2017,R,R,8,READING,BA,40.9260785148664
KS,2017,R,R,8,READING,PR,33.0226485216851
KS,2017,R,R,8,READING,AD,3.71844133382167
KS,2019,R,D,4,MATHEMATICS,BB,20.6206511298589
KS,2019,R,D,4,MATHEMATICS,BA,39.0690704162374
KS,2019,R,D,4,MATHEMATICS,PR,32.5011319398049
KS,2019,R,D,4,MATHEMATICS,AD,7.80914651409876
KS,2019,R,D,4,READING,BB,33.617703407944
KS,2019,R,D,4,READING,BA,32.5645721957803
KS,2019,R,D,4,READING,PR,26.6693904767693
KS,2019,R,D,4,READING,AD,7.14833391950641
KS,2019,R,D,8,MATHEMATICS,BB,29.4422971636709
KS,2019,R,D,8,MATHEMATICS,BA,37.6750117491386
KS,2019,R,D,8,MATHEMATICS,PR,23.6815661330663
KS,2019,R,D,8,MATHEMATICS,AD,9.20112495412427
KS,2019,R,D,8,READING,BB,26.0030798030837
KS,2019,R,D,8,READING,BA,41.7017678120912
KS,2019,R,D,8,READING,PR,29.7670475736499
KS,2019,R,D,8,READING,AD,2.52810481117522
KS,1998,R,R,4,READING,BB,30.3626001418753
KS,1998,R,R,4,READING,BA,36.0748315135295
KS,1998,R,R,4,READING,PR,27.024912730018
KS,1998,R,R,4,READING,AD,6.53765561457715
KS,1998,R,R,8,READING,BB,18.700019170445
KS,1998,R,R,8,READING,BA,45.5491644737334
KS,1998,R,R,8,READING,PR,33.5484313767944
KS,1998,R,R,8,READING,AD,2.20238497902718
KS,2002,R,R,4,READING,BB,32.0051513335782
KS,2002,R,R,4,READING,BA,34.4881030603401
KS,2002,R,R,4,READING,PR,26.2395095846415
KS,2002,R,R,4,READING,AD,7.2672360214402
KS,2002,R,R,8,READING,BB,19.3987180690715
KS,2002,R,R,8,READING,BA,42.4054267295731
KS,2002,R,R,8,READING,PR,35.0557815904123
KS,2002,R,R,8,READING,AD,3.14007361094319
KY,1992,D,D,4,MATHEMATICS,BB,49.1449457764588
KY,1992,D,D,4,MATHEMATICS,BA,38.2870416772224
KY,1992,D,D,4,MATHEMATICS,PR,11.538717163951
KY,1992,D,D,4,MATHEMATICS,AD,1.02929538236772
KY,1992,D,D,4,READING,BB,42.0101314467411
KY,1992,D,D,4,READING,BA,35.1421460044128
KY,1992,D,D,4,READING,PR,19.4142720866945
KY,1992,D,D,4,READING,AD,3.43345046215147
KY,1992,D,D,8,MATHEMATICS,BB,48.8080967032459
KY,1992,D,D,8,MATHEMATICS,BA,37.3756189766153
KY,1992,D,D,8,MATHEMATICS,PR,12.2403330017275
KY,1992,D,D,8,MATHEMATICS,AD,1.5759513184113
