state,year,pres,gov,grade,subject,ald,value
MN,2013,D,D,8,READING,BB,18.2688220960522
MN,2013,D,D,8,READING,BA,41.2150306278635
MN,2013,D,D,8,READING,PR,36.1610348516088
MN,2013,D,D,8,READING,AD,4.3551124244755
MN,2015,D,D,4,MATHEMATICS,BB,12.7987519991797
MN,2015,D,D,4,MATHEMATICS,BA,33.7842229997857
MN,2015,D,D,4,MATHEMATICS,PR,39.1286931510484
MN,2015,D,D,4,MATHEMATICS,AD,14.2883318499862
MN,2015,D,D,4,READING,BB,29.2773317052773
MN,2015,D,D,4,READING,BA,31.710396107713
MN,2015,D,D,4,READING,PR,29.9084163701224
MN,2015,D,D,4,READING,AD,9.10385581688735
MN,2015,D,D,4,SCIENCE,BB,20.317846251292
MN,2015,D,D,4,SCIENCE,BA,37.1750794748231
MN,2015,D,D,4,SCIENCE,PR,41.2815466064835
MN,2015,D,D,4,SCIENCE,AD,1.22552766740136
MN,2015,D,D,8,MATHEMATICS,BB,17.975688958465
MN,2015,D,D,8,MATHEMATICS,BA,34.2140254368909
MN,2015,D,D,8,MATHEMATICS,PR,34.513376172471
MN,2015,D,D,8,MATHEMATICS,AD,13.2969094321731
MN,2015,D,D,8,READING,BB,18.8472880840451
MN,2015,D,D,8,READING,BA,41.4666792463342
MN,2015,D,D,8,READING,PR,35.5442079467178
MN,2015,D,D,8,READING,AD,4.14182472290292
MN,2015,D,D,8,SCIENCE,BB,23.859681751477
MN,2015,D,D,8,SCIENCE,BA,31.540919114411
MN,2015,D,D,8,SCIENCE,PR,41.6298561784005
MN,2015,D,D,8,SCIENCE,AD,2.96954295571146
MN,2017,D,D,4,MATHEMATICS,BB,14.0058380805942
MN,2017,D,D,4,MATHEMATICS,BA,33.426278322488
MN,2017,D,D,4,MATHEMATICS,PR,38.128090454362
MN,2017,D,D,4,MATHEMATICS,AD,14.4397931425558
MN,2017,D,D,4,READING,BB,28.5770336483645
MN,2017,D,D,4,READING,BA,32.3521105034369
MN,2017,D,D,4,READING,PR,29.5170479082317
MN,2017,D,D,4,READING,AD,9.55380793996688
MN,2017,D,D,8,MATHEMATICS,BB,19.8593607462787
MN,2017,D,D,8,MATHEMATICS,BA,33.7623393781919
MN,2017,D,D,8,MATHEMATICS,PR,31.4465191990885
MN,2017,D,D,8,MATHEMATICS,AD,14.9317806764409
MN,2017,D,D,8,READING,BB,21.3889907515546
MN,2017,D,D,8,READING,BA,39.3053016580817
MN,2017,D,D,8,READING,PR,35.1644482747436
MN,2017,D,D,8,READING,AD,4.14125931562012
MN,2019,D,D,4,MATHEMATICS,BB,14.6681673940383
MN,2019,D,D,4,MATHEMATICS,BA,32.4790207846705
MN,2019,D,D,4,MATHEMATICS,PR,38.5390807344271
MN,2019,D,D,4,MATHEMATICS,AD,14.3137310868642
MN,2019,D,D,4,READING,BB,30.7099451663701
MN,2019,D,D,4,READING,BA,31.225701865624
MN,2019,D,D,4,READING,PR,28.6169395022995
MN,2019,D,D,4,READING,AD,9.44741346570639
MN,2019,D,D,8,MATHEMATICS,BB,22.9301920826217
MN,2019,D,D,8,MATHEMATICS,BA,32.9099355490843
MN,2019,D,D,8,MATHEMATICS,PR,30.1140021278174
MN,2019,D,D,8,MATHEMATICS,AD,14.0458702404766
MN,2019,D,D,8,READING,BB,26.0402997594056
MN,2019,D,D,8,READING,BA,39.8046884480986
MN,2019,D,D,8,READING,PR,30.601770297825
MN,2019,D,D,8,READING,AD,3.55324149467084
MN,1994,D,R,4,READING,BB,34.9160119692162
MN,1994,D,R,4,READING,BA,32.5839259449352
MN,1994,D,R,4,READING,PR,25.1729231938933
MN,1994,D,R,4,READING,AD,7.32713889195535
MN,1998,D,R,4,READING,BB,33.2614494743506
MN,1998,D,R,4,READING,BA,31.8827686712541
MN,1998,D,R,4,READING,PR,27.2760444779544
MN,1998,D,R,4,READING,AD,7.57973737644094
MN,1998,D,R,8,READING,BB,21.9827962496961
MN,1998,D,R,8,READING,BA,42.4629110075174
MN,1998,D,R,8,READING,PR,33.6485841111199
MN,1998,D,R,8,READING,AD,1.90570863166662
MN,2002,D,I,4,READING,BB,27.0754742817668
MN,2002,D,I,4,READING,BA,36.4088964200253
MN,2002,D,I,4,READING,PR,29.1633812268859
MN,2002,D,I,4,READING,AD,7.35224807132199
MN,1990,D,D,8,MATHEMATICS,BB,32.5274069084676
MN,1990,D,D,8,MATHEMATICS,BA,44.1466221263006
MN,1990,D,D,8,MATHEMATICS,PR,20.0282485240112
MN,1990,D,D,8,MATHEMATICS,AD,3.29772244122058
MS,1992,R,R,4,MATHEMATICS,BB,64.2315780216509
MS,1992,R,R,4,MATHEMATICS,BA,29.5167419083882
MS,1992,R,R,4,MATHEMATICS,PR,5.96466396454884
MS,1992,R,R,4,MATHEMATICS,AD,0
MS,1992,R,R,4,READING,BB,58.6738745191015
MS,1992,R,R,4,READING,BA,27.7979679722747
MS,1992,R,R,4,READING,PR,11.6343167227036
MS,1992,R,R,4,READING,AD,1.89384078592013
MS,1992,R,R,8,MATHEMATICS,BB,66.5804767424953
MS,1992,R,R,8,MATHEMATICS,BA,26.995812510865
MS,1992,R,R,8,MATHEMATICS,PR,6.07472605198137
MS,1992,R,R,8,MATHEMATICS,AD,0
MS,1996,R,R,4,MATHEMATICS,BB,58.009620054149
MS,1996,R,R,4,MATHEMATICS,BA,34.02200982045
MS,1996,R,R,4,MATHEMATICS,PR,7.61697536842426
MS,1996,R,R,4,MATHEMATICS,AD,0
MS,1996,R,R,8,MATHEMATICS,BB,64.3550149460243
MS,1996,R,R,8,MATHEMATICS,BA,28.493397238492
MS,1996,R,R,8,MATHEMATICS,PR,6.74679732110226
MS,1996,R,R,8,MATHEMATICS,AD,0
MS,2000,R,D,4,MATHEMATICS,BB,54.8089750971342
MS,2000,R,D,4,MATHEMATICS,BA,36.4744394854972
MS,2000,R,D,4,MATHEMATICS,PR,8.41235575506106
MS,2000,R,D,4,MATHEMATICS,AD,0
MS,2000,R,D,8,MATHEMATICS,BB,58.4882629910424
MS,2000,R,D,8,MATHEMATICS,BA,32.8884864546297
MS,2000,R,D,8,MATHEMATICS,PR,7.89532455638575
MS,2000,R,D,8,MATHEMATICS,AD,0.72792599794214
MS,2003,R,D,4,MATHEMATICS,BB,37.5999605945378
MS,2003,R,D,4,MATHEMATICS,BA,45.3580555133555
MS,2003,R,D,4,MATHEMATICS,PR,16.2410418541497
MS,2003,R,D,4,MATHEMATICS,AD,0.80094203795705
MS,2003,R,D,4,READING,BB,51.4329301826541
MS,2003,R,D,4,READING,BA,30.245419342851
MS,2003,R,D,4,READING,PR,15.2531016886492
MS,2003,R,D,4,READING,AD,3.06854878584561
MS,2003,R,D,8,MATHEMATICS,BB,52.8380921801128
MS,2003,R,D,8,MATHEMATICS,BA,34.8206833073075
MS,2003,R,D,8,MATHEMATICS,PR,11.33373333383
MS,2003,R,D,8,MATHEMATICS,AD,1.00749117874966
MS,2003,R,D,8,READING,BB,34.5461075944311
MS,2003,R,D,8,READING,BA,44.5367091078473
MS,2003,R,D,8,READING,PR,19.7497164743328
MS,2003,R,D,8,READING,AD,1.16746682338874
MS,2005,R,R,4,MATHEMATICS,BB,30.7376616831971
MS,2005,R,R,4,MATHEMATICS,BA,49.8321128685536
MS,2005,R,R,4,MATHEMATICS,PR,18.1299614366715
MS,2005,R,R,4,MATHEMATICS,AD,1.30026401157775
MS,2005,R,R,4,READING,BB,52.1647289104506
MS,2005,R,R,4,READING,BA,29.6587468799718
MS,2005,R,R,4,READING,PR,15.3689272291232
MS,2005,R,R,4,READING,AD,2.80759698045435
MS,2005,R,R,8,MATHEMATICS,BB,48.3031662204789
MS,2005,R,R,8,MATHEMATICS,BA,38.1513561695866
MS,2005,R,R,8,MATHEMATICS,PR,12.2927927660962
MS,2005,R,R,8,MATHEMATICS,AD,1.25268484383827
MS,2005,R,R,8,READING,BB,39.6166189002262
MS,2005,R,R,8,READING,BA,41.9017122272544
MS,2005,R,R,8,READING,PR,17.649188241781
MS,2005,R,R,8,READING,AD,0.832480630738315
MS,2007,R,R,4,MATHEMATICS,BB,30.0829466976227
MS,2007,R,R,4,MATHEMATICS,BA,48.6437858938475
MS,2007,R,R,4,MATHEMATICS,PR,20.2247768133739
MS,2007,R,R,4,MATHEMATICS,AD,1.04849059515594
MS,2007,R,R,4,READING,BB,48.5074633348383
MS,2007,R,R,4,READING,BA,32.7976749266889
MS,2007,R,R,4,READING,PR,15.6259915259039
MS,2007,R,R,4,READING,AD,3.06887021256885
MS,2007,R,R,8,MATHEMATICS,BB,46.180905386781
MS,2007,R,R,8,MATHEMATICS,BA,40.220603075298
MS,2007,R,R,8,MATHEMATICS,PR,12.0440401210506
MS,2007,R,R,8,MATHEMATICS,AD,1.55445141687045
MS,2007,R,R,8,READING,BB,39.7152623567311
MS,2007,R,R,8,READING,BA,42.9060845913801
MS,2007,R,R,8,READING,PR,16.3536414500452
MS,2007,R,R,8,READING,AD,1.02501160184361
MS,2009,R,R,4,MATHEMATICS,BB,30.9311230526596
MS,2009,R,R,4,MATHEMATICS,BA,46.8436720043402
MS,2009,R,R,4,MATHEMATICS,PR,20.7049275230601
MS,2009,R,R,4,MATHEMATICS,AD,1.52027741994015
MS,2009,R,R,4,READING,BB,45.4667513952156
MS,2009,R,R,4,READING,BA,32.8526213547842
MS,2009,R,R,4,READING,PR,17.7941995059679
MS,2009,R,R,4,READING,AD,3.88642774403227
MS,2009,R,R,4,SCIENCE,BB,46.2638378438751
MS,2009,R,R,4,SCIENCE,BA,36.820865117775
MS,2009,R,R,4,SCIENCE,PR,16.8187766729204
MS,2009,R,R,4,SCIENCE,AD,0
MS,2009,R,R,8,MATHEMATICS,BB,45.7391212248905
MS,2009,R,R,8,MATHEMATICS,BA,39.0855230313276
MS,2009,R,R,8,MATHEMATICS,PR,13.5992301649749
MS,2009,R,R,8,MATHEMATICS,AD,1.57612557880698
MS,2009,R,R,8,READING,BB,38.3810021532949
MS,2009,R,R,8,READING,BA,42.3060767065922
MS,2009,R,R,8,READING,PR,18.2301162957741
MS,2009,R,R,8,READING,AD,1.08280484433874
MS,2009,R,R,8,SCIENCE,BB,58.6124749926235
MS,2009,R,R,8,SCIENCE,BA,26.4417962037547
MS,2009,R,R,8,SCIENCE,PR,14.6926022306047
MS,2009,R,R,8,SCIENCE,AD,0
MS,2011,R,R,4,MATHEMATICS,BB,27.5935061771839
MS,2011,R,R,4,MATHEMATICS,BA,47.3226321938055
MS,2011,R,R,4,MATHEMATICS,PR,22.9602792659659
MS,2011,R,R,4,MATHEMATICS,AD,2.12358236304466
MS,2011,R,R,4,READING,BB,45.3785895411683
MS,2011,R,R,4,READING,BA,32.8415113911775
MS,2011,R,R,4,READING,PR,18.0437448347204
MS,2011,R,R,4,READING,AD,3.73615423293383
MS,2011,R,R,8,MATHEMATICS,BB,41.8650379363554
MS,2011,R,R,8,MATHEMATICS,BA,38.8717951511026
MS,2011,R,R,8,MATHEMATICS,PR,16.3140720445733
MS,2011,R,R,8,MATHEMATICS,AD,2.94909486796859
MS,2011,R,R,8,READING,BB,35.0075424136064
MS,2011,R,R,8,READING,BA,43.977262687226
MS,2011,R,R,8,READING,PR,20.217744177273
MS,2011,R,R,8,READING,AD,0.797450721894509
MS,2011,R,R,8,SCIENCE,BB,52.7139211676884
MS,2011,R,R,8,SCIENCE,BA,28.5165670655123
MS,2011,R,R,8,SCIENCE,PR,18.4084788325211
MS,2011,R,R,8,SCIENCE,AD,0
MS,2013,R,R,4,MATHEMATICS,BB,26.0188604208201
MS,2013,R,R,4,MATHEMATICS,BA,47.9057102697708
MS,2013,R,R,4,MATHEMATICS,PR,23.6519296040534
MS,2013,R,R,4,MATHEMATICS,AD,2.42349970535566
MS,2013,R,R,4,READING,BB,46.7540935080565
MS,2013,R,R,4,READING,BA,31.9840948781035
MS,2013,R,R,4,READING,PR,17.7679749697275
MS,2013,R,R,4,READING,AD,3.49383664411249
MS,2013,R,R,8,MATHEMATICS,BB,38.5619054974499
MS,2013,R,R,8,MATHEMATICS,BA,40.1383602970578
MS,2013,R,R,8,MATHEMATICS,PR,18.3004148372918
MS,2013,R,R,8,MATHEMATICS,AD,2.99931936820058
MS,2013,R,R,8,READING,BB,35.7483460865373
MS,2013,R,R,8,READING,BA,44.0332726835196
MS,2013,R,R,8,READING,PR,19.0767270422117
MS,2013,R,R,8,READING,AD,1.14165418773145
MS,2015,R,R,4,MATHEMATICS,BB,22.333762860169
MS,2015,R,R,4,MATHEMATICS,BA,48.1148412010479
MS,2015,R,R,4,MATHEMATICS,PR,26.1606994373968
MS,2015,R,R,4,MATHEMATICS,AD,3.39069650138636
MS,2015,R,R,4,READING,BB,39.5644465207652
MS,2015,R,R,4,READING,BA,34.3951135243308
MS,2015,R,R,4,READING,PR,21.4579577521945
MS,2015,R,R,4,READING,AD,4.5824822027095
MS,2015,R,R,4,SCIENCE,BB,37.5811486707653
MS,2015,R,R,4,SCIENCE,BA,39.043343861487
MS,2015,R,R,4,SCIENCE,PR,23.2088678654615
MS,2015,R,R,4,SCIENCE,AD,0
MS,2015,R,R,8,MATHEMATICS,BB,39.7413725265558
MS,2015,R,R,8,MATHEMATICS,BA,38.4322547257543
MS,2015,R,R,8,MATHEMATICS,PR,18.5597010461683
MS,2015,R,R,8,MATHEMATICS,AD,3.26667170152159
MS,2015,R,R,8,READING,BB,37.1689480366465
MS,2015,R,R,8,READING,BA,42.7855244050011
MS,2015,R,R,8,READING,PR,18.9437088372925
MS,2015,R,R,8,READING,AD,1.10181872105986
MS,2015,R,R,8,SCIENCE,BB,49.3558727300055
MS,2015,R,R,8,SCIENCE,BA,30.4118214609767
MS,2015,R,R,8,SCIENCE,PR,19.6225741170715
MS,2015,R,R,8,SCIENCE,AD,0.609731691946279
MS,2017,R,R,4,MATHEMATICS,BB,22.7568928782206
MS,2017,R,R,4,MATHEMATICS,BA,45.8290836991431
MS,2017,R,R,4,MATHEMATICS,PR,27.481851037791
MS,2017,R,R,4,MATHEMATICS,AD,3.93217238484527
MS,2017,R,R,4,READING,BB,39.6395358222762
MS,2017,R,R,4,READING,BA,33.1241152969534
MS,2017,R,R,4,READING,PR,21.5563001250881
MS,2017,R,R,4,READING,AD,5.68004875568236
MS,2017,R,R,8,MATHEMATICS,BB,40.8530637110012
MS,2017,R,R,8,MATHEMATICS,BA,37.6313097204539
MS,2017,R,R,8,MATHEMATICS,PR,17.5235496762434
MS,2017,R,R,8,MATHEMATICS,AD,3.9920768923015
MS,2017,R,R,8,READING,BB,33.5741508583797
MS,2017,R,R,8,READING,BA,41.786416370018
MS,2017,R,R,8,READING,PR,22.5107680667952
MS,2017,R,R,8,READING,AD,2.12866470480709
MS,2019,R,R,4,MATHEMATICS,BB,15.7923716820533
MS,2019,R,R,4,MATHEMATICS,BA,45.3749403845242
MS,2019,R,R,4,MATHEMATICS,PR,33.098034767053
MS,2019,R,R,4,MATHEMATICS,AD,5.73465316636953
MS,2019,R,R,4,READING,BB,34.6039463698193
MS,2019,R,R,4,READING,BA,33.8785771935528
MS,2019,R,R,4,READING,PR,25.4075360107176
MS,2019,R,R,4,READING,AD,6.1099404259103
MS,2019,R,R,8,MATHEMATICS,BB,37.8100655935025
MS,2019,R,R,8,MATHEMATICS,BA,37.8560248954733
MS,2019,R,R,8,MATHEMATICS,PR,19.3246743474641
MS,2019,R,R,8,MATHEMATICS,AD,5.00923516356004
MS,2019,R,R,8,READING,BB,32.8134855574951
MS,2019,R,R,8,READING,BA,42.1442222847338
MS,2019,R,R,8,READING,PR,23.0886835775322
MS,2019,R,R,8,READING,AD,1.95360858023889
MS,1994,R,R,4,READING,BB,54.718188605062
MS,1994,R,R,4,READING,BA,27.3348217833733
MS,1994,R,R,4,READING,PR,14.0904392295833
MS,1994,R,R,4,READING,AD,3.85655038198143
MS,1998,R,R,4,READING,BB,53.4539544074405
MS,1998,R,R,4,READING,BA,29.6149785370155
MS,1998,R,R,4,READING,PR,14.1421362511077
MS,1998,R,R,4,READING,AD,2.78893080443624
MS,1998,R,R,8,READING,BB,38.009107371774
MS,1998,R,R,8,READING,BA,43.4854881178516
MS,1998,R,R,8,READING,PR,17.8150490128308
MS,1998,R,R,8,READING,AD,0.690355497543591
MS,2002,R,D,4,READING,BB,54.5312081069974
MS,2002,R,D,4,READING,BA,29.6606385551629
MS,2002,R,D,4,READING,PR,13.3743852775382
MS,2002,R,D,4,READING,AD,2.43376806030145
MS,2002,R,D,8,READING,BB,33.2106183413534
MS,2002,R,D,8,READING,BA,46.5881391968718
MS,2002,R,D,8,READING,PR,19.2572485598102
MS,2002,R,D,8,READING,AD,0.943993901964597
MO,1992,D,R,4,MATHEMATICS,BB,37.9358168880638
MO,1992,D,R,4,MATHEMATICS,BA,43.4200754597882
MO,1992,D,R,4,MATHEMATICS,PR,17.3034357674006
MO,1992,D,R,4,MATHEMATICS,AD,1.3406718847474
MO,1992,D,R,4,READING,BB,33.3743402745101
MO,1992,D,R,4,READING,BA,36.7087773305898
MO,1992,D,R,4,READING,PR,24.3451833268955
MO,1992,D,R,4,READING,AD,5.57169906800463
MO,1992,D,R,8,MATHEMATICS,BB,37.5043187572214
MO,1992,D,R,8,MATHEMATICS,BA,42.9924170319492
MO,1992,D,R,8,MATHEMATICS,PR,17.2196613446275
MO,1992,D,R,8,MATHEMATICS,AD,2.2836028662019
MO,1996,D,D,4,MATHEMATICS,BB,34.1561200810165
MO,1996,D,D,4,MATHEMATICS,BA,46.1247073085112
MO,1996,D,D,4,MATHEMATICS,PR,18.5424371525376
MO,1996,D,D,4,MATHEMATICS,AD,1.17673545793463
MO,1996,D,D,8,MATHEMATICS,BB,36.2387721954671
MO,1996,D,D,8,MATHEMATICS,BA,42.1308858085386
MO,1996,D,D,8,MATHEMATICS,PR,19.4039805616237
MO,1996,D,D,8,MATHEMATICS,AD,2.22636143437057
MO,2000,R,D,4,MATHEMATICS,BB,28.5363520596911
MO,2000,R,D,4,MATHEMATICS,BA,48.5198230554371
MO,2000,R,D,4,MATHEMATICS,PR,21.2010352218694
MO,2000,R,D,4,MATHEMATICS,AD,1.7427896630024
MO,2000,R,D,8,MATHEMATICS,BB,36.4639767941087
MO,2000,R,D,8,MATHEMATICS,BA,42.0989279206039
MO,2000,R,D,8,MATHEMATICS,PR,19.0695621322631
MO,2000,R,D,8,MATHEMATICS,AD,2.36753315302435
MO,2003,R,D,4,MATHEMATICS,BB,20.8513957763209
MO,2003,R,D,4,MATHEMATICS,BA,49.2914124441898
MO,2003,R,D,4,MATHEMATICS,PR,27.0909989274138
MO,2003,R,D,4,MATHEMATICS,AD,2.76619285207546
MO,2003,R,D,4,READING,BB,32.0447699341982
MO,2003,R,D,4,READING,BA,33.7107522345031
MO,2003,R,D,4,READING,PR,26.16415302434
MO,2003,R,D,4,READING,AD,8.08032480695869
MO,2003,R,D,8,MATHEMATICS,BB,29.3016020712433
MO,2003,R,D,8,MATHEMATICS,BA,42.7456949543162
MO,2003,R,D,8,MATHEMATICS,PR,23.8268608294163
MO,2003,R,D,8,MATHEMATICS,AD,4.12584214502419
MO,2003,R,D,8,READING,BB,20.5242608870857
MO,2003,R,D,8,READING,BA,45.0401610686339
MO,2003,R,D,8,READING,PR,31.7983693256238
MO,2003,R,D,8,READING,AD,2.6372087186566
MO,2005,R,R,4,MATHEMATICS,BB,21.3510764930973
MO,2005,R,R,4,MATHEMATICS,BA,47.5940341594775
MO,2005,R,R,4,MATHEMATICS,PR,27.8431059729034
MO,2005,R,R,4,MATHEMATICS,AD,3.21178337452182
MO,2005,R,R,4,READING,BB,32.991529256441
MO,2005,R,R,4,READING,BA,34.3338990346334
MO,2005,R,R,4,READING,PR,25.3835527053785
MO,2005,R,R,4,READING,AD,7.29101900354712
MO,2005,R,R,8,MATHEMATICS,BB,31.9309133023477
MO,2005,R,R,8,MATHEMATICS,BA,42.0488437702112
MO,2005,R,R,8,MATHEMATICS,PR,21.9503158562354
MO,2005,R,R,8,MATHEMATICS,AD,4.06992707120573
MO,2005,R,R,8,READING,BB,23.7640053514791
MO,2005,R,R,8,READING,BA,45.3389168361298
MO,2005,R,R,8,READING,PR,28.3368828520839
MO,2005,R,R,8,READING,AD,2.56019496030714
MO,2007,R,R,4,MATHEMATICS,BB,17.9557968338896
MO,2007,R,R,4,MATHEMATICS,BA,43.6530019186057
MO,2007,R,R,4,MATHEMATICS,PR,33.2911233319945
MO,2007,R,R,4,MATHEMATICS,AD,5.10007791551017
MO,2007,R,R,4,READING,BB,32.9158437844829
MO,2007,R,R,4,READING,BA,35.2885141275062
MO,2007,R,R,4,READING,PR,25.2211523343723
MO,2007,R,R,4,READING,AD,6.5744897536386
MO,2007,R,R,8,MATHEMATICS,BB,27.8194790302083
MO,2007,R,R,8,MATHEMATICS,BA,42.2340123795971
MO,2007,R,R,8,MATHEMATICS,PR,24.6683607189194
MO,2007,R,R,8,MATHEMATICS,AD,5.27814787127524
MO,2007,R,R,8,READING,BB,25.1342277809455
MO,2007,R,R,8,READING,BA,43.847514219244
MO,2007,R,R,8,READING,PR,28.5129943996094
MO,2007,R,R,8,READING,AD,2.50526360020115
MO,2009,R,D,4,MATHEMATICS,BB,17.3766211166794
MO,2009,R,D,4,MATHEMATICS,BA,41.5099433886652
MO,2009,R,D,4,MATHEMATICS,PR,35.2028769927265
MO,2009,R,D,4,MATHEMATICS,AD,5.91055850192889
MO,2009,R,D,4,READING,BB,29.6733352153224
MO,2009,R,D,4,READING,BA,34.5907386727261
MO,2009,R,D,4,READING,PR,27.2549022545889
MO,2009,R,D,4,READING,AD,8.48102385736258
MO,2009,R,D,4,SCIENCE,BB,20.7533836921631
MO,2009,R,D,4,SCIENCE,BA,39.2650333311013
MO,2009,R,D,4,SCIENCE,PR,39.1501636602802
MO,2009,R,D,4,SCIENCE,AD,0.831419316455427
MO,2009,R,D,8,MATHEMATICS,BB,23.0909294129587
MO,2009,R,D,8,MATHEMATICS,BA,41.411929979275
MO,2009,R,D,8,MATHEMATICS,PR,28.8194024450873
MO,2009,R,D,8,MATHEMATICS,AD,6.67773816267907
MO,2009,R,D,8,READING,BB,21.1560193612092
MO,2009,R,D,8,READING,BA,44.5875907492007
MO,2009,R,D,8,READING,PR,31.6432431752908
MO,2009,R,D,8,READING,AD,2.61314671429938
MO,2009,R,D,8,SCIENCE,BB,29.227064252288
MO,2009,R,D,8,SCIENCE,BA,35.0775342409661
MO,2009,R,D,8,SCIENCE,PR,33.8232666517908
MO,2009,R,D,8,SCIENCE,AD,1.87213485495504
MO,2011,R,D,4,MATHEMATICS,BB,17.2904682480931
MO,2011,R,D,4,MATHEMATICS,BA,41.3033672740246
MO,2011,R,D,4,MATHEMATICS,PR,35.8494676925252
MO,2011,R,D,4,MATHEMATICS,AD,5.55669678535717
MO,2011,R,D,4,READING,BB,33.389730268461
MO,2011,R,D,4,READING,BA,32.6039609074481
MO,2011,R,D,4,READING,PR,25.6438141094619
MO,2011,R,D,4,READING,AD,8.36249471462894
MO,2011,R,D,8,MATHEMATICS,BB,27.4414508833513
MO,2011,R,D,8,MATHEMATICS,BA,41.026631899938
MO,2011,R,D,8,MATHEMATICS,PR,24.8300595623457
MO,2011,R,D,8,MATHEMATICS,AD,6.70185765436491
MO,2011,R,D,8,READING,BB,21.276284116301
MO,2011,R,D,8,READING,BA,43.4859840015027
MO,2011,R,D,8,READING,PR,32.6008441630435
MO,2011,R,D,8,READING,AD,2.63688771915279
MO,2011,R,D,8,SCIENCE,BB,28.069247604133
MO,2011,R,D,8,SCIENCE,BA,35.8466779843082
MO,2011,R,D,8,SCIENCE,PR,34.7257094108357
MO,2011,R,D,8,SCIENCE,AD,1.35836500072307
MO,2013,R,D,4,MATHEMATICS,BB,17.3429887388801
MO,2013,R,D,4,MATHEMATICS,BA,43.9096753914919
MO,2013,R,D,4,MATHEMATICS,PR,33.4080872846453
MO,2013,R,D,4,MATHEMATICS,AD,5.33924858498258
MO,2013,R,D,4,READING,BB,30.3066058634377
MO,2013,R,D,4,READING,BA,34.5756715165862
MO,2013,R,D,4,READING,PR,27.7303881465708
MO,2013,R,D,4,READING,AD,7.38733447340525
MO,2013,R,D,8,MATHEMATICS,BB,25.9050840164911
MO,2013,R,D,8,MATHEMATICS,BA,41.4794475264726
MO,2013,R,D,8,MATHEMATICS,PR,26.0367922343556
MO,2013,R,D,8,MATHEMATICS,AD,6.57867622268067
MO,2013,R,D,8,READING,BB,21.6280674113538
MO,2013,R,D,8,READING,BA,42.605294909163
MO,2013,R,D,8,READING,PR,32.0987429776383
MO,2013,R,D,8,READING,AD,3.66789470184488
MO,2015,R,D,4,MATHEMATICS,BB,18.1251914329323
MO,2015,R,D,4,MATHEMATICS,BA,43.5026803152777
MO,2015,R,D,4,MATHEMATICS,PR,33.2565420053469
MO,2015,R,D,4,MATHEMATICS,AD,5.11558624644314
MO,2015,R,D,4,READING,BB,30.4913262501403
MO,2015,R,D,4,READING,BA,33.2231551897544
MO,2015,R,D,4,READING,PR,27.774775909606
MO,2015,R,D,4,READING,AD,8.51074265049926
MO,2015,R,D,4,SCIENCE,BB,21.7259995528544
MO,2015,R,D,4,SCIENCE,BA,38.9809838698087
MO,2015,R,D,4,SCIENCE,PR,38.4861606294303
MO,2015,R,D,4,SCIENCE,AD,0.806855947906535
MO,2015,R,D,8,MATHEMATICS,BB,29.0363425668995
MO,2015,R,D,8,MATHEMATICS,BA,39.5488212008609
MO,2015,R,D,8,MATHEMATICS,PR,24.557214451628
MO,2015,R,D,8,MATHEMATICS,AD,6.85762178061165
MO,2015,R,D,8,READING,BB,23.0269582225571
MO,2015,R,D,8,READING,BA,40.6607356873789
MO,2015,R,D,8,READING,PR,32.8233354082812
MO,2015,R,D,8,READING,AD,3.48897068178278
MO,2015,R,D,8,SCIENCE,BB,25.2123641957276
MO,2015,R,D,8,SCIENCE,BA,35.0501707911416
MO,2015,R,D,8,SCIENCE,PR,37.8028428160087
MO,2015,R,D,8,SCIENCE,AD,1.93462219712212
MO,2017,R,R,4,MATHEMATICS,BB,20.8843488973533
MO,2017,R,R,4,MATHEMATICS,BA,38.7775790780148
MO,2017,R,R,4,MATHEMATICS,PR,32.8415080160823
MO,2017,R,R,4,MATHEMATICS,AD,7.49656400854966
MO,2017,R,R,4,READING,BB,30.7248466845013
MO,2017,R,R,4,READING,BA,32.7507713387653
MO,2017,R,R,4,READING,PR,28.2042250886533
MO,2017,R,R,4,READING,AD,8.32015688807998
MO,2017,R,R,8,MATHEMATICS,BB,30.0199019949044
MO,2017,R,R,8,MATHEMATICS,BA,39.7327939175997
MO,2017,R,R,8,MATHEMATICS,PR,22.6673110271129
MO,2017,R,R,8,MATHEMATICS,AD,7.57999306038306
MO,2017,R,R,8,READING,BB,23.0191443227255
MO,2017,R,R,8,READING,BA,41.5453855591672
MO,2017,R,R,8,READING,PR,32.1320267039354
MO,2017,R,R,8,READING,AD,3.30344341417192
MO,2019,R,R,4,MATHEMATICS,BB,20.2770331974623
MO,2019,R,R,4,MATHEMATICS,BA,40.4003850754822
MO,2019,R,R,4,MATHEMATICS,PR,32.447364808585
MO,2019,R,R,4,MATHEMATICS,AD,6.87521691847041
MO,2019,R,R,4,READING,BB,36.0540627989419
MO,2019,R,R,4,READING,BA,29.7753704062833
MO,2019,R,R,4,READING,PR,26.4332957982318
MO,2019,R,R,4,READING,AD,7.73727099654303
MO,2019,R,R,8,MATHEMATICS,BB,30.4142288280142
MO,2019,R,R,8,MATHEMATICS,BA,38.0057113232735
MO,2019,R,R,8,MATHEMATICS,PR,24.1364968501046
MO,2019,R,R,8,MATHEMATICS,AD,7.44356299860773
MO,2019,R,R,8,READING,BB,26.0826645573799
MO,2019,R,R,8,READING,BA,40.6079790727957
MO,2019,R,R,8,READING,PR,30.2334150012328
